playerCard1,playerCard2,playerCard3,playerCard4,playerCard5,dealerCard1,dealerCard2,dealerCard3,dealerCard4,dealerCard5,playerHandSum,dealerHandSum,decision,cardsLeft,count,result
4,8,8,0,0,3,10,1,1,3,20,18,0,339,-12,Win
10,7,3,0,0,10,2,7,0,0,20,19,0,333,-12,Win
9,8,2,0,0,9,2,10,0,0,19,21,0,327,-11,Loss
1,10,10,0,0,5,8,5,0,0,21,18,0,321,-12,Win
10,2,8,0,0,5,9,5,0,0,20,19,0,315,-10,Win
7,2,10,0,0,6,6,4,10,0,19,26,0,308,-8,Win
10,6,10,0,0,8,9,0,0,0,26,17,0,303,-9,Loss
1,10,3,0,0,10,6,10,0,0,14,26,0,297,-11,Win
10,5,7,0,0,8,8,5,0,0,22,21,0,291,-10,Loss
4,10,5,0,0,11,9,0,0,0,19,20,0,286,-10,Loss
10,8,5,0,0,11,7,0,0,0,23,18,0,281,-11,Loss
2,6,11,0,0,5,11,2,0,0,19,18,0,275,-9,Win
10,5,10,0,0,4,2,8,10,0,25,24,0,268,-9,Loss
10,10,9,0,0,10,10,0,0,0,29,20,0,263,-13,Loss
10,10,5,0,0,7,10,0,0,0,25,17,0,258,-15,Loss
2,9,9,0,0,3,2,10,10,0,20,25,0,251,-14,Win
4,10,4,0,0,4,10,1,6,0,18,21,0,244,-13,Loss
10,7,9,0,0,2,3,9,8,0,26,22,0,237,-12,Loss
10,7,4,0,0,10,10,0,0,0,21,20,0,232,-14,Win
10,9,10,0,0,4,4,8,5,0,29,21,0,225,-13,Loss
6,6,4,0,0,2,9,7,0,0,16,18,0,219,-9,Loss
7,7,10,0,0,10,10,0,0,0,24,20,0,214,-12,Loss
10,2,5,0,0,1,11,5,0,0,17,17,0,208,-12,Push
4,6,3,0,0,2,10,1,10,0,13,23,0,201,-11,Win
8,4,5,0,0,5,10,1,6,0,17,22,0,409,2,Win
3,10,10,0,0,10,7,0,0,0,23,17,0,404,0,Loss
7,9,6,0,0,10,4,9,0,0,22,23,0,398,1,Loss
2,10,5,0,0,9,3,6,0,0,17,18,0,392,4,Loss
2,10,5,0,0,11,10,0,0,0,17,21,0,387,3,Loss
9,10,4,0,0,2,10,9,0,0,23,21,0,381,3,Loss
8,9,3,0,0,5,10,3,0,0,20,18,0,375,5,Win
7,7,6,0,0,10,2,3,10,0,20,25,0,368,6,Win
10,5,10,0,0,8,10,0,0,0,25,18,0,363,4,Loss
10,3,4,0,0,11,3,2,4,0,17,20,0,356,7,Loss
6,7,10,0,0,2,4,11,0,0,23,17,0,350,8,Loss
10,3,10,0,0,10,6,1,0,0,23,17,0,344,6,Loss
4,1,10,0,0,10,10,0,0,0,15,20,0,339,3,Loss
6,1,10,0,0,3,5,10,0,0,17,18,0,333,3,Loss
4,10,2,0,0,10,7,0,0,0,16,17,0,328,3,Loss
5,7,6,0,0,9,4,7,0,0,18,20,0,322,6,Loss
10,10,2,0,0,10,10,0,0,0,22,20,0,317,3,Loss
6,6,10,0,0,3,11,4,0,0,22,18,0,311,5,Loss
2,2,5,0,0,3,5,6,6,0,9,20,0,304,12,Loss
10,6,1,0,0,10,2,5,0,0,17,17,0,298,12,Push
10,10,5,0,0,2,8,10,0,0,25,20,0,292,11,Loss
5,5,10,0,0,2,10,2,7,0,20,21,0,285,13,Loss
5,4,4,0,0,11,7,0,0,0,13,18,0,280,15,Loss
10,10,10,0,0,2,10,6,0,0,30,18,0,274,13,Loss
9,10,6,0,0,7,9,8,0,0,25,24,0,268,13,Loss
10,6,5,0,0,10,8,0,0,0,21,18,0,263,13,Win
10,10,9,0,0,10,6,2,0,0,29,18,0,257,12,Loss
3,1,11,0,0,10,10,0,0,0,15,20,0,252,9,Loss
5,10,9,0,0,7,10,0,0,0,24,17,0,247,8,Loss
2,10,9,0,0,7,4,10,0,0,21,21,0,241,8,Push
10,10,10,0,0,10,10,0,0,0,30,20,0,236,3,Loss
6,8,10,0,0,5,9,5,0,0,24,19,0,230,5,Loss
4,10,10,0,0,5,10,2,0,0,24,17,0,224,5,Loss
10,6,10,0,0,7,9,10,0,0,26,26,0,218,3,Loss
4,5,11,0,0,1,11,2,6,0,20,20,0,211,4,Push
2,8,11,0,0,10,8,0,0,0,21,18,0,206,3,Win
6,10,10,0,0,4,5,3,10,0,26,22,0,409,1,Loss
10,1,10,0,0,2,10,10,0,0,21,22,0,403,-3,Win
10,1,10,0,0,9,8,0,0,0,21,17,0,398,-6,Win
5,9,10,0,0,11,4,2,0,0,24,17,0,392,-5,Loss
7,10,6,0,0,6,3,10,0,0,23,19,0,386,-4,Loss
10,10,5,0,0,10,10,0,0,0,25,20,0,381,-7,Loss
8,1,10,0,0,8,8,6,0,0,19,22,0,375,-8,Win
7,8,5,0,0,8,10,0,0,0,20,18,0,370,-8,Win
10,9,9,0,0,10,3,4,0,0,28,17,0,364,-8,Loss
10,9,6,0,0,7,3,4,4,0,25,18,0,357,-5,Loss
9,4,8,0,0,4,10,8,0,0,21,22,0,351,-4,Win
6,2,10,0,0,10,10,0,0,0,18,20,0,346,-5,Loss
10,2,6,0,0,9,7,4,0,0,18,20,0,340,-3,Loss
7,6,10,0,0,4,3,3,11,0,23,21,0,333,-1,Loss
10,7,4,0,0,7,10,0,0,0,21,17,0,328,-2,Win
6,10,5,0,0,4,2,8,2,6,21,22,0,320,3,Win
9,5,2,0,0,10,11,0,0,0,16,21,0,315,3,Loss
5,2,3,0,0,10,3,9,0,0,10,22,0,309,6,Win
7,10,6,0,0,10,7,0,0,0,23,17,0,304,5,Loss
5,9,10,0,0,4,11,4,0,0,24,19,0,298,6,Loss
10,5,2,0,0,7,10,0,0,0,17,17,0,293,6,Push
2,6,10,0,0,5,5,11,0,0,18,21,0,287,8,Loss
9,10,6,0,0,2,9,6,0,0,25,17,0,281,10,Loss
9,6,10,0,0,10,7,0,0,0,25,17,0,276,9,Loss
6,6,1,0,0,7,11,0,0,0,13,18,0,271,9,Loss
10,10,7,0,0,10,10,0,0,0,27,20,0,266,5,Loss
8,7,10,0,0,10,7,0,0,0,25,17,0,261,3,Loss
10,10,10,0,0,3,5,2,5,10,30,25,0,253,3,Loss
10,5,10,0,0,10,8,0,0,0,25,18,0,248,1,Loss
2,10,2,0,0,6,10,7,0,0,14,23,0,242,2,Win
9,6,10,0,0,6,2,10,0,0,25,18,0,236,3,Loss
10,10,1,0,0,10,9,0,0,0,21,19,0,231,-1,Win
4,10,10,0,0,7,3,10,0,0,24,20,0,225,-2,Loss
10,4,10,0,0,10,10,0,0,0,24,20,0,220,-5,Loss
3,7,6,0,0,4,8,10,0,0,16,22,0,214,-3,Win
10,4,3,0,0,6,2,10,0,0,17,18,0,208,-1,Loss
5,10,10,0,0,2,6,10,0,0,25,18,0,202,-1,Loss
1,6,10,0,0,10,10,0,0,0,17,20,0,411,-3,Loss
10,4,4,0,0,10,2,2,7,0,18,21,0,404,-1,Loss
3,10,10,0,0,9,10,0,0,0,23,19,0,399,-3,Loss
10,5,7,0,0,8,10,0,0,0,22,18,0,394,-4,Loss
10,8,10,0,0,10,8,0,0,0,28,18,0,389,-7,Loss
5,9,10,0,0,6,5,10,0,0,24,21,0,383,-6,Loss
2,10,10,0,0,11,8,0,0,0,22,19,0,378,-8,Loss
5,7,10,0,0,3,1,10,10,0,22,24,0,371,-10,Loss
6,10,8,0,0,4,6,3,3,9,24,25,0,363,-6,Loss
8,6,1,0,0,4,5,10,0,0,15,19,0,357,-5,Loss
2,10,9,0,0,10,9,0,0,0,21,19,0,352,-6,Win
9,5,9,0,0,7,8,6,0,0,23,21,0,346,-4,Loss
1,10,6,0,0,11,8,0,0,0,17,19,0,341,-6,Loss
5,3,10,0,0,7,10,0,0,0,18,17,0,336,-6,Win
9,10,10,0,0,3,2,4,7,3,29,19,0,328,-4,Loss
5,2,10,0,0,4,8,10,0,0,17,22,0,322,-3,Win
2,7,4,0,0,10,5,3,0,0,13,18,0,316,0,Loss
10,8,6,0,0,11,9,0,0,0,24,20,0,311,-1,Loss
7,10,8,0,0,10,5,8,0,0,25,23,0,305,-2,Loss
6,9,5,0,0,10,5,3,0,0,20,18,0,299,1,Win
3,7,10,0,0,2,5,10,0,0,20,17,0,293,2,Win
8,10,1,0,0,10,5,3,0,0,19,18,0,287,1,Win
2,5,7,0,0,10,11,0,0,0,14,21,0,282,1,Loss
4,1,11,0,0,10,3,1,9,0,16,23,0,275,-1,Win
10,10,10,0,0,10,8,0,0,0,30,18,0,270,-5,Loss
2,10,10,0,0,7,10,0,0,0,22,17,0,265,-7,Loss
10,10,7,0,0,2,9,6,0,0,27,17,0,259,-7,Loss
6,3,8,0,0,5,3,2,10,0,17,20,0,252,-3,Loss
4,10,1,0,0,7,7,5,0,0,15,19,0,246,-3,Loss
9,3,8,0,0,2,2,9,9,0,20,22,0,239,0,Win
10,10,3,0,0,10,2,10,0,0,23,22,0,233,-2,Loss
2,10,5,0,0,5,7,6,0,0,17,18,0,227,1,Loss
6,10,10,0,0,5,6,3,8,0,26,22,0,220,3,Loss
6,10,8,0,0,4,5,5,10,0,24,24,0,213,5,Loss
2,10,2,0,0,10,7,0,0,0,14,17,0,208,5,Loss
4,2,3,0,0,10,5,6,0,0,9,21,0,202,9,Loss
5,8,10,0,0,4,10,3,0,0,23,17,0,410,1,Loss
3,10,10,0,0,9,2,4,9,0,23,24,0,403,2,Loss
4,6,3,0,0,6,2,8,8,0,13,24,0,396,7,Win
5,4,9,0,0,4,3,10,0,0,18,17,0,390,10,Win
10,10,7,0,0,10,11,0,0,0,27,21,0,385,6,Loss
4,5,5,0,0,10,2,9,0,0,14,21,0,379,9,Loss
10,10,2,0,0,10,10,0,0,0,22,20,0,374,6,Loss
2,1,10,0,0,2,10,2,5,0,13,19,0,367,7,Loss
2,10,1,0,0,2,8,10,0,0,13,20,0,361,6,Loss
1,5,9,0,0,4,10,9,0,0,15,23,0,355,6,Win
1,10,8,0,0,10,9,0,0,0,19,19,0,350,3,Push
9,8,8,0,0,3,5,9,0,0,25,17,0,344,5,Loss
9,8,1,0,0,7,7,4,0,0,18,18,0,338,5,Push
11,3,3,0,0,11,10,0,0,0,17,21,0,333,4,Loss
2,3,8,0,0,3,5,5,9,0,13,22,0,326,9,Win
10,2,10,0,0,10,7,0,0,0,22,17,0,321,7,Loss
2,11,4,0,0,10,7,0,0,0,17,17,0,316,7,Push
1,10,10,0,0,4,5,10,0,0,21,19,0,310,5,Win
6,4,10,0,0,10,9,0,0,0,20,19,0,305,5,Win
10,5,7,0,0,6,10,7,0,0,22,23,0,299,5,Loss
2,4,5,0,0,6,2,10,0,0,11,18,0,293,9,Loss
10,4,3,0,0,6,10,2,0,0,17,18,0,287,11,Loss
4,5,4,0,0,10,10,0,0,0,13,20,0,282,12,Loss
3,2,10,0,0,2,4,5,10,0,15,21,0,275,15,Loss
7,5,4,0,0,10,9,0,0,0,16,19,0,270,16,Loss
7,4,10,0,0,3,9,10,0,0,21,22,0,264,16,Win
10,4,5,0,0,10,3,10,0,0,19,23,0,258,16,Win
10,10,7,0,0,11,7,0,0,0,27,18,0,253,13,Loss
7,11,3,0,0,5,11,5,0,0,21,21,0,247,14,Push
10,10,6,0,0,9,2,4,3,0,26,18,0,240,16,Loss
10,10,8,0,0,10,6,2,0,0,28,18,0,234,15,Loss
3,6,10,0,0,2,8,6,10,0,19,26,0,227,17,Win
1,5,10,0,0,2,11,8,0,0,16,21,0,221,16,Loss
8,10,8,0,0,5,8,7,0,0,26,20,0,215,16,Loss
8,10,7,0,0,7,10,0,0,0,25,17,0,210,14,Loss
1,10,6,0,0,10,9,0,0,0,17,19,0,205,12,Loss
7,10,5,0,0,7,5,6,0,0,22,18,0,410,2,Loss
2,8,10,0,0,2,8,6,10,0,20,26,0,403,3,Win
10,5,9,0,0,11,6,0,0,0,24,17,0,398,3,Loss
10,10,9,0,0,10,9,0,0,0,29,19,0,393,0,Loss
10,8,5,0,0,10,4,9,0,0,23,23,0,387,0,Loss
10,1,6,0,0,5,8,9,0,0,17,22,0,381,0,Win
9,10,10,0,0,10,2,10,0,0,29,22,0,375,-3,Loss
1,9,7,0,0,9,7,6,0,0,17,22,0,369,-3,Win
2,7,4,0,0,5,4,5,9,0,13,23,0,362,2,Win
8,4,10,0,0,10,10,0,0,0,22,20,0,357,0,Loss
5,1,10,0,0,10,8,0,0,0,16,18,0,352,-2,Loss
10,4,4,0,0,8,4,10,0,0,18,22,0,346,-1,Win
3,10,1,0,0,6,7,6,0,0,14,19,0,340,0,Loss
10,4,5,0,0,8,10,0,0,0,19,18,0,335,0,Win
9,1,11,0,0,9,2,9,0,0,21,20,0,329,-1,Win
3,3,9,0,0,10,4,1,1,7,15,23,0,321,-1,Win
11,2,8,0,0,10,7,0,0,0,21,17,0,316,-2,Win
10,8,10,0,0,6,10,4,0,0,28,20,0,310,-3,Loss
10,8,10,0,0,6,5,1,10,0,28,22,0,303,-5,Loss
10,10,7,0,0,3,10,6,0,0,27,19,0,297,-6,Loss
2,5,10,0,0,10,10,0,0,0,17,20,0,292,-7,Loss
10,1,10,0,0,8,5,5,0,0,21,18,0,286,-8,Win
2,10,6,0,0,7,9,3,0,0,18,19,0,280,-6,Loss
3,7,10,0,0,7,10,0,0,0,20,17,0,275,-7,Win
3,10,7,0,0,8,5,8,0,0,20,21,0,269,-6,Loss
2,9,7,0,0,6,9,2,0,0,18,17,0,263,-3,Win
7,8,3,0,0,10,10,0,0,0,18,20,0,258,-4,Loss
10,10,5,0,0,9,6,2,0,0,25,17,0,252,-3,Loss
11,2,7,0,0,1,5,10,4,0,20,20,0,245,-3,Push
4,9,10,0,0,3,10,1,8,0,23,22,0,238,-4,Loss
10,1,6,0,0,8,5,6,0,0,17,19,0,232,-3,Loss
5,10,6,0,0,8,10,0,0,0,21,18,0,227,-3,Win
1,10,7,0,0,2,3,10,10,0,18,25,0,220,-5,Win
3,1,10,0,0,6,11,0,0,0,14,17,0,215,-6,Loss
11,4,6,0,0,10,5,5,0,0,21,20,0,209,-4,Win
3,4,8,0,0,7,5,6,0,0,15,18,0,203,0,Loss
10,10,2,0,0,6,3,10,0,0,22,19,0,410,0,Loss
1,7,10,0,0,7,2,9,0,0,18,18,0,404,-1,Push
5,1,10,0,0,10,6,10,0,0,16,26,0,398,-3,Win
4,10,8,0,0,6,8,4,0,0,22,18,0,392,-1,Loss
10,1,7,0,0,7,5,8,0,0,18,20,0,386,-2,Loss
10,2,5,0,0,9,3,10,0,0,17,22,0,380,-1,Win
4,1,9,0,0,10,6,1,0,0,14,17,0,374,-2,Loss
7,2,10,0,0,2,5,10,0,0,19,17,0,368,-1,Win
5,9,2,0,0,4,6,8,0,0,16,18,0,362,3,Loss
3,10,10,0,0,8,10,0,0,0,23,18,0,357,1,Loss
10,8,4,0,0,10,4,10,0,0,22,24,0,351,0,Loss
7,10,9,0,0,1,2,10,10,0,26,23,0,344,-3,Loss
9,10,7,0,0,3,3,11,0,0,26,17,0,338,-3,Loss
7,10,10,0,0,10,10,0,0,0,27,20,0,333,-7,Loss
4,10,8,0,0,10,11,0,0,0,22,21,0,328,-9,Loss
10,10,9,0,0,10,3,10,0,0,29,23,0,322,-12,Loss
10,10,3,0,0,8,9,0,0,0,23,17,0,317,-13,Loss
9,2,1,0,0,2,7,10,0,0,12,19,0,311,-13,Loss
8,5,10,0,0,5,2,4,10,0,23,21,0,304,-11,Loss
4,6,5,0,0,1,11,2,3,0,15,17,0,297,-8,Loss
8,10,5,0,0,4,4,3,3,5,23,19,0,289,-3,Loss
1,11,8,0,0,10,10,0,0,0,20,20,0,284,-7,Push
10,2,6,0,0,8,10,0,0,0,18,18,0,279,-7,Push
10,4,10,0,0,9,3,10,0,0,24,22,0,273,-8,Loss
10,1,7,0,0,4,3,10,0,0,18,17,0,267,-9,Win
8,3,10,0,0,2,5,4,1,7,21,19,0,259,-7,Win
7,9,3,0,0,10,9,0,0,0,19,19,0,254,-7,Push
10,10,1,0,0,4,8,5,0,0,21,17,0,248,-8,Win
10,9,8,0,0,8,5,5,0,0,27,18,0,242,-7,Loss
10,2,9,0,0,10,10,0,0,0,21,20,0,237,-9,Win
6,10,7,0,0,7,5,2,5,0,23,19,0,230,-6,Loss
10,1,4,0,0,10,10,0,0,0,15,20,0,225,-9,Loss
5,8,8,0,0,5,3,4,3,9,21,24,0,217,-4,Win
10,10,9,0,0,7,10,0,0,0,29,17,0,212,-7,Loss
10,2,8,0,0,10,9,0,0,0,20,19,0,207,-8,Win
6,5,1,0,0,2,10,7,0,0,12,19,0,410,1,Loss
3,3,9,0,0,9,7,10,0,0,15,26,0,404,2,Win
1,9,3,0,0,10,6,4,0,0,13,20,0,398,3,Loss
10,3,10,0,0,8,11,0,0,0,23,19,0,393,1,Loss
2,7,10,0,0,4,9,1,1,3,19,18,0,385,1,Win
7,10,6,0,0,5,3,10,0,0,23,18,0,379,2,Loss
2,1,11,0,0,10,11,0,0,0,14,21,0,374,-1,Loss
10,9,3,0,0,5,10,6,0,0,22,21,0,368,0,Loss
10,7,4,0,0,5,10,4,0,0,21,19,0,362,1,Win
10,2,10,0,0,7,7,10,0,0,22,24,0,356,-1,Loss
4,10,2,0,0,10,4,4,0,0,16,18,0,350,1,Loss
10,10,9,0,0,2,10,2,10,0,29,24,0,343,-1,Loss
5,6,2,0,0,9,5,7,0,0,13,21,0,337,3,Loss
5,1,9,0,0,5,6,10,0,0,15,21,0,331,4,Loss
7,10,1,0,0,10,9,0,0,0,18,19,0,326,1,Loss
1,9,6,0,0,5,10,1,10,0,16,26,0,319,-1,Win
10,10,9,0,0,3,3,6,9,0,29,21,0,312,0,Loss
2,11,8,0,0,8,11,0,0,0,21,19,0,307,-1,Win
2,10,2,0,0,4,4,3,8,0,14,19,0,300,3,Loss
3,10,2,0,0,7,4,3,6,0,15,20,0,293,7,Loss
9,7,4,0,0,2,11,8,0,0,20,21,0,287,8,Loss
8,10,9,0,0,6,8,6,0,0,27,20,0,281,9,Loss
10,3,3,0,0,10,10,0,0,0,16,20,0,276,8,Loss
2,10,10,0,0,6,6,8,0,0,22,20,0,270,9,Loss
10,6,9,0,0,5,4,5,8,0,25,22,0,263,12,Loss
2,10,8,0,0,5,3,10,0,0,20,18,0,257,13,Win
10,10,10,0,0,7,10,0,0,0,30,17,0,252,9,Loss
6,2,11,0,0,6,8,9,0,0,19,23,0,246,11,Win
2,9,8,0,0,10,4,7,0,0,19,21,0,240,12,Loss
4,10,4,0,0,4,7,10,0,0,18,21,0,234,13,Loss
10,10,5,0,0,10,3,6,0,0,25,19,0,228,13,Loss
1,9,10,0,0,2,9,1,8,0,20,20,0,221,11,Push
7,10,2,0,0,10,10,0,0,0,19,20,0,216,9,Loss
10,6,9,0,0,10,6,5,0,0,25,21,0,210,10,Loss
8,6,7,0,0,2,10,1,9,0,21,22,0,203,10,Win
5,3,10,0,0,11,2,2,4,0,18,19,0,409,3,Loss
10,10,2,0,0,4,8,9,0,0,22,21,0,403,3,Loss
10,3,2,0,0,10,6,9,0,0,15,25,0,397,4,Win
10,8,1,0,0,10,10,0,0,0,19,20,0,392,0,Loss
7,9,10,0,0,9,11,0,0,0,26,20,0,387,-2,Loss
4,10,10,0,0,10,10,0,0,0,24,20,0,382,-5,Loss
8,4,2,0,0,7,3,10,0,0,14,20,0,376,-3,Loss
6,1,9,0,0,10,7,0,0,0,16,17,0,371,-4,Loss
10,8,3,0,0,10,7,0,0,0,21,17,0,366,-5,Win
2,2,11,0,0,8,11,0,0,0,15,19,0,361,-5,Loss
8,9,10,0,0,3,10,6,0,0,27,19,0,355,-5,Loss
6,10,2,0,0,9,6,1,3,0,18,19,0,348,-3,Loss
10,10,2,0,0,7,8,2,0,0,22,17,0,342,-3,Loss
10,10,10,0,0,10,10,0,0,0,30,20,0,337,-8,Loss
1,3,10,0,0,5,6,7,0,0,14,18,0,331,-7,Loss
1,10,2,0,0,11,10,0,0,0,13,21,0,326,-10,Loss
5,10,2,0,0,11,6,0,0,0,17,17,0,321,-9,Push
4,3,3,0,0,4,10,1,10,0,10,25,0,314,-8,Win
1,8,11,0,0,8,11,0,0,0,20,19,0,309,-11,Win
10,9,10,0,0,3,10,8,0,0,29,21,0,303,-13,Loss
8,7,8,0,0,10,8,0,0,0,23,18,0,298,-14,Loss
10,7,6,0,0,9,6,4,0,0,23,19,0,292,-12,Loss
10,3,4,0,0,3,2,10,4,0,17,19,0,285,-9,Loss
10,10,6,0,0,2,5,9,10,0,26,26,0,278,-9,Loss
2,5,10,0,0,10,10,0,0,0,17,20,0,273,-10,Loss
10,7,6,0,0,4,10,3,0,0,23,17,0,267,-9,Loss
5,4,3,0,0,10,10,0,0,0,12,20,0,262,-8,Loss
5,10,5,0,0,6,10,4,0,0,20,20,0,256,-6,Push
1,4,10,0,0,11,10,0,0,0,15,21,0,251,-9,Loss
2,8,11,0,0,10,11,0,0,0,21,21,0,246,-11,Push
3,8,10,0,0,9,10,0,0,0,21,19,0,241,-12,Win
4,4,10,0,0,10,9,0,0,0,18,19,0,236,-12,Loss
10,7,2,0,0,7,10,0,0,0,19,17,0,231,-13,Win
7,7,5,0,0,4,8,10,0,0,19,22,0,225,-12,Win
5,6,10,0,0,8,9,0,0,0,21,17,0,220,-11,Win
7,6,1,0,0,7,5,2,10,0,14,24,0,213,-10,Win
10,5,5,0,0,10,5,10,0,0,20,25,0,207,-10,Win
7,2,5,0,0,9,6,5,0,0,14,20,0,410,4,Loss
7,3,10,0,0,9,6,9,0,0,20,24,0,404,5,Win
1,7,10,0,0,10,8,0,0,0,18,18,0,399,2,Push
2,3,2,0,0,7,7,4,0,0,7,18,0,393,6,Loss
9,10,8,0,0,10,5,10,0,0,27,25,0,387,4,Loss
2,10,10,0,0,5,1,6,10,0,22,22,0,380,3,Loss
2,7,5,0,0,6,10,3,0,0,14,19,0,374,6,Loss
3,6,3,0,0,2,4,10,9,0,12,25,0,367,10,Win
1,5,10,0,0,10,5,7,0,0,16,22,0,361,9,Win
3,7,9,0,0,10,9,0,0,0,19,19,0,356,9,Push
6,8,10,0,0,2,10,1,10,0,24,23,0,349,7,Loss
2,9,2,0,0,10,7,0,0,0,13,17,0,344,8,Loss
4,10,8,0,0,7,5,7,0,0,22,19,0,338,9,Loss
8,1,11,0,0,1,11,7,0,0,20,19,0,332,5,Win
3,10,10,0,0,2,11,7,0,0,23,20,0,326,4,Loss
10,10,5,0,0,11,6,0,0,0,25,17,0,321,3,Loss
3,2,9,0,0,2,10,10,0,0,14,22,0,315,4,Win
4,2,5,0,0,6,10,5,0,0,11,21,0,309,8,Loss
9,10,1,0,0,5,9,3,0,0,20,17,0,303,8,Win
3,1,8,0,0,3,6,6,6,0,12,21,0,296,12,Loss
2,4,10,0,0,4,10,10,0,0,16,24,0,290,12,Win
10,6,9,0,0,10,6,10,0,0,25,26,0,284,11,Loss
1,9,10,0,0,5,2,10,0,0,20,17,0,278,10,Win
10,4,10,0,0,11,9,0,0,0,24,20,0,273,8,Loss
4,8,6,0,0,7,10,0,0,0,18,17,0,268,9,Win
2,7,3,0,0,10,10,0,0,0,12,20,0,263,9,Loss
5,10,10,0,0,2,10,10,0,0,25,22,0,257,7,Loss
9,4,10,0,0,2,4,2,3,10,23,21,0,249,10,Loss
10,7,6,0,0,10,5,8,0,0,23,23,0,243,10,Loss
2,10,4,0,0,10,9,0,0,0,16,19,0,238,10,Loss
11,3,3,0,0,10,6,10,0,0,17,26,0,232,10,Win
7,9,8,0,0,5,9,10,0,0,24,24,0,226,10,Loss
10,7,10,0,0,6,8,9,0,0,27,23,0,220,9,Loss
10,10,6,0,0,10,11,0,0,0,26,21,0,215,6,Loss
6,10,10,0,0,11,10,0,0,0,26,21,0,210,3,Loss
3,1,10,0,0,7,10,0,0,0,14,17,0,205,1,Loss
10,9,1,0,0,10,10,0,0,0,20,20,0,411,-4,Push
10,10,9,0,0,7,4,1,10,0,29,22,0,404,-7,Loss
8,7,8,0,0,6,5,1,10,0,23,22,0,397,-7,Loss
1,10,8,0,0,9,2,3,4,0,19,18,0,390,-6,Win
8,8,8,0,0,8,9,0,0,0,24,17,0,385,-6,Loss
7,3,5,0,0,5,10,10,0,0,15,25,0,379,-5,Win
1,10,9,0,0,10,10,0,0,0,20,20,0,374,-9,Push
8,6,4,0,0,4,4,9,0,0,18,17,0,368,-5,Win
9,8,6,0,0,2,6,9,0,0,23,17,0,362,-2,Loss
5,2,2,0,0,7,4,10,0,0,9,21,0,356,1,Loss
10,9,7,0,0,6,6,5,0,0,26,17,0,350,3,Loss
8,10,10,0,0,2,8,3,10,0,28,23,0,343,2,Loss
2,10,5,0,0,11,6,0,0,0,17,17,0,338,3,Push
10,10,3,0,0,10,2,10,0,0,23,22,0,332,1,Loss
10,10,10,0,0,3,10,10,0,0,30,23,0,326,-3,Loss
10,3,9,0,0,9,11,0,0,0,22,20,0,321,-4,Loss
9,1,10,0,0,10,11,0,0,0,20,21,0,316,-8,Loss
10,5,10,0,0,5,2,10,0,0,25,17,0,310,-8,Loss
10,5,10,0,0,2,10,3,6,0,25,21,0,303,-7,Loss
4,6,10,0,0,10,10,0,0,0,20,20,0,298,-8,Push
4,10,3,0,0,11,10,0,0,0,17,21,0,293,-9,Loss
10,10,10,0,0,4,6,10,0,0,30,20,0,287,-11,Loss
10,7,5,0,0,10,2,6,0,0,22,18,0,281,-10,Loss
7,10,10,0,0,1,3,10,4,0,27,18,0,274,-12,Loss
1,8,10,0,0,6,2,10,0,0,19,18,0,268,-13,Win
8,7,5,0,0,4,4,3,8,0,20,19,0,261,-9,Win
10,9,10,0,0,4,11,2,0,0,29,17,0,255,-10,Loss
6,4,9,0,0,3,5,11,0,0,19,19,0,249,-7,Push
3,7,3,0,0,3,2,1,10,5,13,21,0,241,-4,Loss
8,10,3,0,0,10,10,0,0,0,21,20,0,236,-6,Win
9,10,7,0,0,2,7,10,0,0,26,19,0,230,-7,Loss
6,10,3,0,0,5,9,6,0,0,19,20,0,224,-4,Loss
10,6,5,0,0,5,5,11,0,0,21,21,0,218,-2,Push
10,10,10,0,0,11,10,0,0,0,30,21,0,213,-7,Loss
2,5,5,0,0,4,6,7,0,0,12,17,0,207,-2,Loss
7,10,9,0,0,5,10,10,0,0,26,25,0,410,-2,Loss
10,5,10,0,0,10,10,0,0,0,25,20,0,405,-5,Loss
1,7,9,0,0,11,2,2,4,0,17,19,0,398,-4,Loss
10,4,9,0,0,2,9,4,7,0,23,22,0,391,-2,Loss
6,2,10,0,0,9,10,0,0,0,18,19,0,386,-2,Loss
1,3,10,0,0,10,8,0,0,0,14,18,0,381,-4,Loss
10,5,10,0,0,10,11,0,0,0,25,21,0,376,-7,Loss
7,2,10,0,0,11,10,0,0,0,19,21,0,371,-9,Loss
6,2,6,0,0,3,9,10,0,0,14,22,0,365,-6,Win
5,2,3,0,0,2,5,3,11,0,10,21,0,358,-1,Loss
3,6,3,0,0,6,10,10,0,0,12,26,0,352,1,Win
7,10,10,0,0,3,3,7,10,0,27,23,0,345,0,Loss
9,9,10,0,0,5,10,6,0,0,28,21,0,339,0,Loss
7,10,10,0,0,10,10,0,0,0,27,20,0,334,-4,Loss
10,8,2,0,0,3,2,6,1,8,20,20,0,326,-2,Push
6,10,5,0,0,8,8,6,0,0,21,22,0,320,0,Win
7,4,6,0,0,6,4,7,0,0,17,17,0,314,4,Push
10,1,10,0,0,6,10,1,0,0,21,17,0,308,0,Win
7,5,10,0,0,10,11,0,0,0,22,21,0,303,-2,Loss
4,10,10,0,0,7,5,8,0,0,24,20,0,297,-2,Loss
9,6,8,0,0,10,7,0,0,0,23,17,0,292,-2,Loss
1,10,5,0,0,11,10,0,0,0,16,21,0,287,-5,Loss
10,10,2,0,0,10,3,4,0,0,22,17,0,281,-5,Loss
