playerCard1,playerCard2,playerCard3,playerCard4,playerCard5,dealerCard1,dealerCard2,dealerCard3,dealerCard4,dealerCard5,playerHandSum,dealerHandSum,cardsLeft,result
5,7,0,0,0,8,7,10,0,0,12,25,251,Win
2,7,3,0,0,8,10,0,0,0,12,18,246,Loss
9,6,0,0,0,8,3,10,0,0,15,21,241,Loss
8,11,0,0,0,5,4,10,0,0,19,19,236,Push
4,10,0,0,0,10,10,0,0,0,14,20,232,Loss
8,4,0,0,0,10,8,0,0,0,12,18,228,Loss
2,11,0,0,0,8,3,1,1,5,13,18,221,Loss
8,10,0,0,0,6,3,3,5,0,18,17,215,Win
7,10,0,0,0,8,5,2,7,0,17,22,209,Win
9,10,0,0,0,10,7,0,0,0,19,17,205,Win
4,7,1,0,0,10,3,1,10,0,12,24,409,Win
11,10,0,0,0,10,6,9,0,0,21,25,404,Win
2,6,10,0,0,6,4,4,5,0,18,19,397,Loss
2,10,0,0,0,6,3,5,6,0,12,20,391,Loss
10,9,0,0,0,10,7,0,0,0,19,17,387,Win
10,10,0,0,0,7,10,0,0,0,20,17,383,Win
10,4,0,0,0,2,3,5,10,0,14,20,377,Loss
5,6,8,0,0,2,6,4,5,0,19,17,370,Win
9,11,0,0,0,10,6,10,0,0,20,26,365,Win
8,4,0,0,0,10,6,5,0,0,12,21,360,Loss
3,9,0,0,0,3,11,7,0,0,12,21,355,Loss
11,8,0,0,0,7,8,7,0,0,19,22,350,Win
8,10,0,0,0,9,5,2,10,0,18,26,344,Win
3,7,7,0,0,8,10,0,0,0,17,18,339,Loss
8,11,0,0,0,10,6,4,0,0,19,20,334,Loss
9,11,0,0,0,3,8,2,10,0,20,23,328,Win
7,10,0,0,0,4,4,9,0,0,17,17,323,Push
11,10,0,0,0,3,10,8,0,0,21,21,318,Push
7,11,0,0,0,2,7,7,10,0,18,26,312,Win
6,3,8,0,0,10,9,0,0,0,17,19,307,Loss
5,6,10,0,0,2,4,7,8,0,21,21,300,Push
7,8,0,0,0,4,10,9,0,0,15,23,295,Win
7,4,1,0,0,10,5,10,0,0,12,25,289,Win
6,3,10,0,0,8,10,0,0,0,19,18,284,Win
4,10,0,0,0,10,4,10,0,0,14,24,279,Win
8,10,0,0,0,2,10,2,10,0,18,24,273,Win
10,4,0,0,0,2,11,8,0,0,14,21,268,Loss
5,2,8,0,0,1,3,9,7,0,15,20,261,Loss
5,10,0,0,0,10,4,3,0,0,15,17,256,Loss
10,10,0,0,0,9,10,0,0,0,20,19,252,Win
7,9,0,0,0,11,6,0,0,0,16,17,248,Loss
10,10,0,0,0,9,9,0,0,0,20,18,244,Win
10,8,0,0,0,10,7,0,0,0,18,17,240,Win
6,5,3,0,0,6,5,10,0,0,14,21,234,Loss
4,10,0,0,0,10,10,0,0,0,14,20,230,Loss
4,10,0,0,0,9,10,0,0,0,14,19,226,Loss
4,8,0,0,0,9,7,4,0,0,12,20,221,Loss
4,9,0,0,0,3,6,2,2,10,13,23,214,Win
10,10,0,0,0,8,10,0,0,0,20,18,210,Win
10,2,0,0,0,6,2,3,3,10,12,24,203,Win
11,7,0,0,0,10,6,5,0,0,18,21,411,Loss
2,2,7,4,0,10,10,0,0,0,15,20,405,Loss
8,8,0,0,0,10,5,6,0,0,16,21,400,Loss
10,10,0,0,0,10,7,0,0,0,20,17,396,Win
11,8,0,0,0,9,6,5,0,0,19,20,391,Loss
10,4,0,0,0,10,6,10,0,0,14,26,386,Win
2,10,0,0,0,8,4,1,10,0,12,23,380,Win
3,10,0,0,0,8,10,0,0,0,13,18,376,Loss
9,11,0,0,0,10,10,0,0,0,20,20,372,Push
7,11,0,0,0,10,4,10,0,0,18,24,367,Win
2,7,5,0,0,7,8,9,0,0,14,24,361,Win
4,6,10,0,0,8,10,0,0,0,20,18,356,Win
3,8,5,0,0,10,7,0,0,0,16,17,351,Loss
10,6,0,0,0,11,3,4,0,0,16,18,346,Loss
11,3,0,0,0,10,10,0,0,0,14,20,342,Loss
2,10,0,0,0,10,11,0,0,0,12,21,338,Loss
2,3,2,10,0,10,10,0,0,0,17,20,332,Loss
2,6,10,0,0,10,9,0,0,0,18,19,327,Loss
6,7,0,0,0,6,10,10,0,0,13,26,411,Win
1,11,0,0,0,10,10,0,0,0,12,20,407,Loss
3,9,0,0,0,4,7,2,10,0,12,23,401,Win
3,10,0,0,0,10,9,0,0,0,13,19,397,Loss
10,3,0,0,0,6,4,4,9,0,13,23,391,Win
10,10,0,0,0,7,11,0,0,0,20,18,387,Win
11,6,0,0,0,10,5,10,0,0,17,25,382,Win
9,8,0,0,0,6,2,4,6,0,17,18,376,Loss
10,2,0,0,0,10,3,4,0,0,12,17,371,Loss
3,6,10,0,0,10,11,0,0,0,19,21,366,Loss
6,2,9,0,0,6,10,10,0,0,17,26,360,Win
8,6,0,0,0,11,10,0,0,0,14,21,356,Loss
10,10,0,0,0,10,11,0,0,0,20,21,352,Loss
9,8,0,0,0,8,10,0,0,0,17,18,348,Loss
2,10,0,0,0,10,8,0,0,0,12,18,344,Loss
3,7,8,0,0,9,5,6,0,0,18,20,338,Loss
10,4,0,0,0,10,8,0,0,0,14,18,334,Loss
8,9,0,0,0,5,10,4,0,0,17,19,329,Loss
10,8,0,0,0,10,11,0,0,0,18,21,325,Loss
2,4,10,0,0,5,2,10,0,0,16,17,319,Loss
4,3,5,0,0,10,10,0,0,0,12,20,314,Loss
3,10,0,0,0,8,10,0,0,0,13,18,310,Loss
7,2,3,0,0,10,7,0,0,0,12,17,305,Loss
5,6,5,0,0,9,8,0,0,0,16,17,300,Loss
5,11,0,0,0,10,2,10,0,0,16,22,295,Win
11,3,0,0,0,3,8,10,0,0,14,21,290,Loss
7,3,10,0,0,7,10,0,0,0,20,17,285,Win
8,10,0,0,0,10,6,9,0,0,18,25,280,Win
3,10,0,0,0,2,9,2,1,2,13,26,272,Win
8,10,0,0,0,8,10,0,0,0,18,18,268,Push
10,5,0,0,0,3,5,11,0,0,15,19,263,Loss
10,7,0,0,0,5,6,10,0,0,17,21,258,Loss
10,10,0,0,0,6,10,7,0,0,20,23,253,Win
6,7,0,0,0,10,7,0,0,0,13,17,249,Loss
11,5,0,0,0,9,10,0,0,0,16,19,245,Loss
3,10,0,0,0,4,1,8,3,4,13,20,238,Loss
8,9,0,0,0,10,5,9,0,0,17,24,233,Win
8,3,1,0,0,7,11,0,0,0,12,18,228,Loss
5,2,10,0,0,10,4,4,0,0,17,18,222,Loss
10,9,0,0,0,7,11,0,0,0,19,18,218,Win
6,9,0,0,0,5,10,10,0,0,15,25,213,Win
3,3,10,0,0,10,7,0,0,0,16,17,208,Loss
10,5,0,0,0,4,5,10,0,0,15,19,203,Loss
4,8,0,0,0,4,8,9,0,0,12,21,411,Loss
7,9,0,0,0,6,10,9,0,0,16,25,406,Win
8,2,3,0,0,3,10,10,0,0,13,23,400,Win
2,4,4,10,0,11,10,0,0,0,20,21,394,Loss
11,10,0,0,0,10,7,0,0,0,21,17,390,Win
6,7,0,0,0,11,2,3,2,0,13,18,384,Loss
7,10,0,0,0,10,11,0,0,0,17,21,380,Loss
6,4,10,0,0,2,5,9,8,0,20,24,373,Win
10,3,0,0,0,6,4,6,6,0,13,22,367,Win
7,4,7,0,0,3,10,10,0,0,18,23,361,Win
10,10,0,0,0,6,3,9,0,0,20,18,356,Win
10,11,0,0,0,7,6,7,0,0,21,20,351,Win
10,4,0,0,0,5,10,10,0,0,14,25,346,Win
8,4,0,0,0,3,5,11,0,0,12,19,341,Loss
2,8,4,0,0,2,7,10,0,0,14,19,335,Loss
8,10,0,0,0,10,2,6,0,0,18,18,330,Push
4,5,10,0,0,5,10,8,0,0,19,23,324,Win
3,10,0,0,0,10,4,10,0,0,13,24,319,Win
2,8,6,0,0,6,9,10,0,0,16,25,313,Win
10,10,0,0,0,2,10,6,0,0,20,18,308,Win
10,9,0,0,0,6,4,5,7,0,19,22,302,Win
8,2,6,0,0,10,10,0,0,0,16,20,297,Loss
3,4,10,0,0,3,2,10,9,0,17,24,290,Win
7,4,10,0,0,2,10,8,0,0,21,20,284,Win
11,9,0,0,0,5,10,7,0,0,20,22,279,Win
10,10,0,0,0,7,8,8,0,0,20,23,274,Win
10,5,0,0,0,4,10,10,0,0,15,24,269,Win
10,7,0,0,0,4,1,7,9,0,17,21,263,Loss
11,10,0,0,0,10,9,0,0,0,21,19,259,Win
4,10,0,0,0,8,4,10,0,0,14,22,254,Win
5,3,10,0,0,10,10,0,0,0,18,20,249,Loss
10,3,0,0,0,3,8,1,3,10,13,25,242,Win
7,3,6,0,0,10,11,0,0,0,16,21,237,Loss
1,11,0,0,0,7,10,0,0,0,12,17,233,Loss
9,2,9,0,0,10,2,1,8,0,20,21,226,Loss
9,5,0,0,0,3,7,5,10,0,14,25,220,Win
3,3,7,0,0,11,10,0,0,0,13,21,215,Loss
10,3,0,0,0,5,10,10,0,0,13,25,210,Win
10,10,0,0,0,5,10,1,10,0,20,26,204,Win
10,11,0,0,0,10,8,0,0,0,21,18,412,Win
4,6,10,0,0,5,5,11,0,0,20,21,406,Loss
4,3,10,0,0,9,7,6,0,0,17,22,400,Win
3,10,0,0,0,10,10,0,0,0,13,20,396,Loss
7,10,0,0,0,10,10,0,0,0,17,20,392,Loss
7,9,0,0,0,6,3,10,0,0,16,19,387,Loss
10,4,0,0,0,10,4,9,0,0,14,23,382,Win
7,9,0,0,0,8,10,0,0,0,16,18,378,Loss
2,5,11,0,0,10,9,0,0,0,18,19,373,Loss
2,4,6,0,0,2,3,10,4,0,12,19,366,Loss
1,11,0,0,0,8,10,0,0,0,12,18,362,Loss
8,10,0,0,0,8,7,7,0,0,18,22,357,Win
2,3,6,3,0,2,4,8,7,0,14,21,349,Loss
10,10,0,0,0,5,10,3,0,0,20,18,344,Win
10,4,0,0,0,7,10,0,0,0,14,17,340,Loss
7,3,3,0,0,6,6,10,0,0,13,22,334,Win
11,10,0,0,0,3,3,5,1,3,21,24,326,Win
8,3,1,0,0,2,2,5,8,0,12,17,319,Loss
6,10,0,0,0,10,10,0,0,0,16,20,412,Loss
10,10,0,0,0,9,3,10,0,0,20,22,407,Win
10,10,0,0,0,10,10,0,0,0,20,20,403,Push
11,10,0,0,0,7,10,0,0,0,21,17,399,Win
10,7,0,0,0,3,6,2,10,0,17,21,393,Loss
5,7,0,0,0,10,7,0,0,0,12,17,389,Loss
5,4,7,0,0,10,2,10,0,0,16,22,383,Win
5,6,2,0,0,2,10,2,5,0,13,19,376,Loss
10,8,0,0,0,10,3,9,0,0,18,22,371,Win
7,10,0,0,0,10,7,0,0,0,17,17,367,Push
2,7,7,0,0,4,9,1,7,0,16,21,360,Loss
10,7,0,0,0,3,4,10,0,0,17,17,355,Push
3,2,10,0,0,10,10,0,0,0,15,20,350,Loss
4,6,2,0,0,10,5,5,0,0,12,20,344,Loss
10,7,0,0,0,11,10,0,0,0,17,21,340,Loss
10,11,0,0,0,6,2,3,6,0,21,17,334,Win
7,10,0,0,0,9,10,0,0,0,17,19,330,Loss
4,2,6,0,0,10,3,3,9,0,12,25,323,Win
2,8,10,0,0,10,5,3,0,0,20,18,317,Win
9,5,0,0,0,8,10,0,0,0,14,18,313,Loss
10,9,0,0,0,9,5,10,0,0,19,24,308,Win
7,6,0,0,0,8,10,0,0,0,13,18,304,Loss
2,10,0,0,0,10,10,0,0,0,12,20,300,Loss
6,4,7,0,0,10,2,8,0,0,17,20,294,Loss
7,10,0,0,0,5,9,4,0,0,17,18,289,Loss
9,8,0,0,0,6,7,10,0,0,17,23,284,Win
7,9,0,0,0,10,8,0,0,0,16,18,280,Loss
6,10,0,0,0,5,10,1,10,0,16,26,274,Win
10,10,0,0,0,11,10,0,0,0,20,21,270,Loss
9,5,0,0,0,2,9,7,0,0,14,18,265,Loss
10,10,0,0,0,4,2,11,0,0,20,17,260,Win
8,2,8,0,0,10,3,10,0,0,18,23,254,Win
5,10,0,0,0,2,10,10,0,0,15,22,249,Win
10,10,0,0,0,11,4,6,0,0,20,21,244,Loss
2,11,0,0,0,4,8,8,0,0,13,20,239,Loss
10,2,0,0,0,11,10,0,0,0,12,21,235,Loss
10,2,0,0,0,10,9,0,0,0,12,19,231,Loss
10,6,0,0,0,6,4,10,0,0,16,20,226,Loss
10,11,0,0,0,4,10,3,0,0,21,17,221,Win
4,3,10,0,0,3,3,8,3,0,17,17,214,Push
5,8,0,0,0,7,10,0,0,0,13,17,210,Loss
8,10,0,0,0,10,6,10,0,0,18,26,205,Win
8,7,0,0,0,1,5,7,8,0,15,21,410,Loss
7,9,0,0,0,10,6,10,0,0,16,26,405,Win
4,5,11,0,0,2,7,10,0,0,20,19,399,Win
1,11,0,0,0,8,6,10,0,0,12,24,394,Win
10,11,0,0,0,7,7,10,0,0,21,24,389,Win
6,10,0,0,0,10,2,4,8,0,16,24,383,Win
10,10,0,0,0,4,9,6,0,0,20,19,378,Win
2,4,9,0,0,11,6,0,0,0,15,17,373,Loss
9,3,0,0,0,8,9,0,0,0,12,17,369,Loss
1,11,0,0,0,10,9,0,0,0,12,19,365,Loss
5,10,0,0,0,9,6,3,0,0,15,18,360,Loss
8,2,10,0,0,9,8,0,0,0,20,17,355,Win
7,7,0,0,0,10,4,10,0,0,14,24,350,Win
10,4,0,0,0,10,5,4,0,0,14,19,345,Loss
4,2,10,0,0,11,10,0,0,0,16,21,340,Loss
10,6,0,0,0,4,5,7,10,0,16,26,334,Win
3,9,0,0,0,10,5,1,1,0,12,17,328,Loss
10,3,0,0,0,4,7,9,0,0,13,20,323,Loss
5,10,0,0,0,2,5,10,0,0,15,17,318,Loss
8,10,0,0,0,6,10,3,0,0,18,19,313,Loss
7,8,0,0,0,10,7,0,0,0,15,17,309,Loss
10,11,0,0,0,9,8,0,0,0,21,17,305,Win
3,6,10,0,0,6,10,5,0,0,19,21,299,Loss
4,6,3,0,0,3,6,5,10,0,13,24,292,Win
10,10,0,0,0,6,10,5,0,0,20,21,287,Loss
9,10,0,0,0,10,11,0,0,0,19,21,283,Loss
6,4,2,0,0,10,3,10,0,0,12,23,277,Win
8,3,6,0,0,5,5,4,4,0,17,18,270,Loss
6,7,0,0,0,10,3,4,0,0,13,17,265,Loss
10,8,0,0,0,11,6,0,0,0,18,17,261,Win
4,9,0,0,0,6,3,7,10,0,13,26,255,Win
2,2,8,0,0,3,2,10,10,0,12,25,248,Win
11,9,0,0,0,2,9,2,2,10,20,25,241,Win
4,8,0,0,0,6,6,10,0,0,12,22,236,Win
3,5,10,0,0,10,10,0,0,0,18,20,231,Loss
3,7,4,0,0,8,4,8,0,0,14,20,225,Loss
10,9,0,0,0,3,10,9,0,0,19,22,220,Win
7,2,7,0,0,5,3,6,9,0,16,23,213,Win
2,4,3,10,0,4,7,8,0,0,19,19,206,Push
10,3,0,0,0,9,10,0,0,0,13,19,412,Loss
3,4,10,0,0,1,4,8,10,0,17,23,405,Win
4,10,0,0,0,4,11,5,0,0,14,20,400,Loss
10,10,0,0,0,10,7,0,0,0,20,17,396,Win
9,3,0,0,0,10,10,0,0,0,12,20,392,Loss
2,5,10,0,0,10,8,0,0,0,17,18,387,Loss
10,2,0,0,0,2,10,3,5,0,12,20,381,Loss
4,3,3,6,0,6,6,1,4,0,16,17,373,Loss
11,10,0,0,0,3,3,8,5,0,21,19,367,Win
10,7,0,0,0,2,3,10,6,0,17,21,361,Loss
10,7,0,0,0,10,7,0,0,0,17,17,357,Push
11,2,0,0,0,10,10,0,0,0,13,20,353,Loss
6,8,0,0,0,5,8,2,9,0,14,24,347,Win
5,5,9,0,0,3,6,6,3,0,19,18,340,Win
10,8,0,0,0,6,8,3,0,0,18,17,335,Win
7,6,0,0,0,10,2,9,0,0,13,21,330,Loss
10,6,0,0,0,11,8,0,0,0,16,19,326,Loss
7,9,0,0,0,1,1,10,9,0,16,21,320,Loss
10,10,0,0,0,5,10,5,0,0,20,20,315,Push
10,3,10,0,0,10,3,10,0,0,23,23,410,Loss
8,3,2,0,0,6,10,10,0,0,13,26,404,Win
5,5,5,0,0,6,10,4,0,0,15,20,398,Loss
10,2,3,0,0,2,7,10,0,0,15,19,392,Loss
6,5,7,0,0,6,2,2,10,0,18,20,385,Loss
3,2,10,0,0,4,10,10,0,0,15,24,379,Win
8,3,6,0,0,10,9,0,0,0,17,19,374,Loss
6,10,1,0,0,4,3,6,6,0,17,19,367,Loss
8,5,2,0,0,6,7,10,0,0,15,23,361,Win
2,5,6,0,0,10,5,10,0,0,13,25,355,Win
10,10,10,0,0,3,7,10,0,0,30,20,349,Loss
4,10,6,0,0,8,4,4,10,0,20,26,342,Win
2,4,9,0,0,10,7,0,0,0,15,17,337,Loss
7,2,7,0,0,6,10,2,0,0,16,18,331,Loss
8,10,6,0,0,6,9,1,8,0,24,24,324,Loss
11,3,6,0,0,2,8,10,0,0,20,20,318,Push
10,2,10,0,0,10,10,0,0,0,22,20,313,Loss
8,10,10,0,0,11,7,0,0,0,28,18,308,Loss
1,10,4,0,0,3,10,10,0,0,15,23,302,Win
10,5,1,0,0,11,10,0,0,0,16,21,297,Loss
1,1,11,0,0,4,6,5,4,0,13,19,290,Loss
10,2,10,0,0,5,10,2,0,0,22,17,284,Loss
10,5,10,0,0,7,10,0,0,0,25,17,279,Loss
10,10,10,0,0,4,3,10,0,0,30,17,273,Loss
4,9,9,0,0,10,4,9,0,0,22,23,267,Loss
8,3,4,0,0,10,4,5,0,0,15,19,261,Loss
10,10,6,0,0,7,4,7,0,0,26,18,255,Loss
2,10,10,0,0,7,11,0,0,0,22,18,250,Loss
5,2,2,10,0,5,10,10,0,0,19,25,243,Win
7,10,10,0,0,10,3,4,0,0,27,17,237,Loss
10,1,10,0,0,7,6,6,0,0,21,19,231,Win
9,6,10,0,0,3,3,2,10,0,25,18,224,Loss
3,9,10,0,0,9,2,10,0,0,22,21,218,Loss
5,10,7,0,0,1,5,11,0,0,22,17,212,Loss
2,10,10,0,0,10,10,0,0,0,22,20,207,Loss
7,8,10,0,0,9,10,0,0,0,25,19,411,Loss
6,10,10,0,0,3,3,10,5,0,26,21,404,Loss
6,7,10,0,0,10,5,10,0,0,23,25,398,Loss
8,10,4,0,0,10,6,10,0,0,22,26,392,Loss
10,9,6,0,0,5,10,8,0,0,25,23,386,Loss
2,10,6,0,0,4,11,4,0,0,18,19,380,Loss
4,10,10,0,0,7,10,0,0,0,24,17,375,Loss
3,10,3,0,0,3,4,8,3,0,16,18,368,Loss
6,1,10,0,0,6,5,10,0,0,17,21,362,Loss
3,10,10,0,0,3,7,10,0,0,23,20,356,Loss
7,3,6,0,0,10,6,8,0,0,16,24,350,Win
4,10,4,0,0,10,10,0,0,0,18,20,345,Loss
10,1,7,0,0,10,10,0,0,0,18,20,340,Loss
3,11,6,0,0,7,9,7,0,0,20,23,334,Win
7,3,9,0,0,10,11,0,0,0,19,21,329,Loss
8,10,10,0,0,5,7,10,0,0,28,22,323,Loss
1,10,3,0,0,9,8,0,0,0,14,17,318,Loss
7,10,9,0,0,10,2,8,0,0,26,20,312,Loss
7,10,10,0,0,8,4,9,0,0,27,21,306,Loss
4,10,2,0,0,7,2,2,9,0,16,20,299,Loss
4,10,6,0,0,10,5,10,0,0,20,25,293,Win
6,9,7,0,0,5,1,9,10,0,22,25,286,Loss
9,10,10,0,0,3,2,3,9,0,29,17,279,Loss
6,4,3,0,0,3,6,2,8,0,13,19,272,Loss
5,10,10,0,0,8,10,0,0,0,25,18,267,Loss
10,10,8,0,0,3,5,4,7,0,28,19,260,Loss
2,10,10,0,0,10,5,10,0,0,22,25,254,Loss
5,2,2,6,0,10,7,0,0,0,15,17,248,Loss
9,2,5,0,0,8,7,10,0,0,16,25,242,Win
3,9,10,0,0,2,7,10,0,0,22,19,236,Loss
7,11,2,0,0,9,6,10,0,0,20,25,230,Win
4,10,10,0,0,10,11,0,0,0,24,21,225,Loss
10,3,4,0,0,7,4,8,0,0,17,19,219,Loss
10,10,5,0,0,7,3,10,0,0,25,20,213,Loss
4,10,1,0,0,10,9,0,0,0,15,19,208,Loss
2,7,4,0,0,10,8,0,0,0,13,18,203,Loss
9,3,3,0,0,7,4,5,10,0,15,26,409,Win
10,10,3,0,0,3,10,4,0,0,23,17,403,Loss
10,2,9,0,0,10,2,10,0,0,21,22,397,Win
6,10,4,0,0,9,6,2,0,0,20,17,391,Win
10,5,3,0,0,6,7,5,0,0,18,18,385,Push
10,10,5,0,0,9,10,0,0,0,25,19,380,Loss
6,2,10,0,0,5,8,2,10,0,18,25,373,Win
2,3,10,0,0,1,1,3,8,5,15,18,365,Loss
3,10,5,0,0,7,3,3,10,0,18,23,358,Win
7,8,10,0,0,1,1,10,1,10,25,23,350,Loss
10,7,6,0,0,10,3,10,0,0,23,23,344,Loss
6,7,5,0,0,10,10,0,0,0,18,20,339,Loss
10,10,8,0,0,4,9,1,10,0,28,24,332,Loss
10,4,10,0,0,5,8,7,0,0,24,20,326,Loss
10,7,5,0,0,10,5,5,0,0,22,20,320,Loss
5,7,7,0,0,2,11,8,0,0,19,21,314,Loss
8,2,2,0,0,4,4,8,9,0,12,25,307,Win
8,10,10,0,0,11,9,0,0,0,28,20,302,Loss
1,9,10,0,0,4,10,10,0,0,20,24,296,Win
8,9,4,0,0,10,8,0,0,0,21,18,291,Win
7,9,5,0,0,4,1,8,9,0,21,22,284,Win
1,10,6,0,0,2,10,4,1,0,17,17,277,Push
10,6,5,0,0,3,10,10,0,0,21,23,271,Win
8,10,6,0,0,3,5,10,0,0,24,18,265,Loss
3,4,9,0,0,5,6,2,10,0,16,23,258,Win
7,6,9,0,0,4,9,8,0,0,22,21,252,Loss
10,4,10,0,0,10,6,7,0,0,24,23,246,Loss
5,7,9,0,0,8,10,0,0,0,21,18,241,Win
10,9,10,0,0,5,10,8,0,0,29,23,235,Loss
10,4,0,0,0,5,10,3,0,0,14,18,411,Loss
4,10,0,0,0,3,7,6,9,0,14,25,405,Win
2,10,0,0,0,8,2,10,0,0,12,20,400,Loss
4,3,3,10,0,10,2,7,0,0,20,19,393,Win
10,7,0,0,0,10,5,10,0,0,17,25,388,Win
10,10,0,0,0,2,10,3,9,0,20,24,382,Win
5,9,0,0,0,6,9,10,0,0,14,25,377,Win
10,6,0,0,0,10,10,0,0,0,16,20,373,Loss
6,11,0,0,0,3,6,8,0,0,17,17,368,Push
10,10,0,0,0,5,4,9,0,0,20,18,363,Win
8,10,0,0,0,10,6,6,0,0,18,22,358,Win
10,7,0,0,0,10,10,0,0,0,17,20,354,Loss
10,7,0,0,0,5,10,10,0,0,17,25,349,Win
8,10,0,0,0,7,7,10,0,0,18,24,344,Win
6,2,6,0,0,3,10,10,0,0,14,23,338,Win
10,9,0,0,0,4,4,7,7,0,19,22,332,Win
11,6,0,0,0,7,7,8,0,0,17,22,327,Win
10,10,0,0,0,7,10,0,0,0,20,17,323,Win
3,6,11,0,0,10,5,4,0,0,20,19,317,Win
9,10,0,0,0,10,10,0,0,0,19,20,313,Loss
2,9,1,0,0,2,7,2,2,10,12,23,305,Win
11,8,0,0,0,5,10,3,0,0,19,18,300,Win
9,4,0,0,0,6,7,6,0,0,13,19,295,Loss
8,8,0,0,0,3,10,4,0,0,16,17,290,Loss
10,6,0,0,0,3,6,10,0,0,16,19,285,Loss
4,3,7,0,0,10,8,0,0,0,14,18,280,Loss
9,4,0,0,0,6,3,10,0,0,13,19,275,Loss
11,8,0,0,0,10,9,0,0,0,19,19,271,Push
11,3,0,0,0,6,10,5,0,0,14,21,266,Loss
11,10,0,0,0,8,10,0,0,0,21,18,262,Win
10,3,0,0,0,1,2,10,10,0,13,23,256,Win
11,9,0,0,0,8,10,0,0,0,20,18,252,Win
11,10,0,0,0,11,10,0,0,0,21,21,248,Push
2,10,0,0,0,11,2,5,0,0,12,18,243,Loss
4,8,0,0,0,8,5,1,4,0,12,18,237,Loss
4,3,10,0,0,10,11,0,0,0,17,21,232,Loss
6,10,0,0,0,10,6,10,0,0,16,26,227,Win
6,10,0,0,0,10,10,0,0,0,16,20,223,Loss
6,5,10,0,0,4,10,4,0,0,21,18,217,Win
7,10,0,0,0,10,9,0,0,0,17,19,213,Loss
10,9,0,0,0,8,6,3,0,0,19,17,208,Win
10,10,0,0,0,9,10,0,0,0,20,19,204,Win
7,6,0,0,0,6,3,7,8,0,13,24,410,Win
5,10,0,0,0,11,10,0,0,0,15,21,406,Loss
1,11,0,0,0,4,10,10,0,0,12,24,401,Win
10,10,0,0,0,10,3,10,0,0,20,23,396,Win
5,10,0,0,0,10,3,4,0,0,15,17,391,Loss
4,5,5,0,0,9,3,8,0,0,14,20,385,Loss
7,7,0,0,0,9,3,9,0,0,14,21,380,Loss
11,4,0,0,0,8,6,10,0,0,15,24,375,Win
10,2,0,0,0,2,10,10,0,0,12,22,370,Win
11,2,0,0,0,8,4,9,0,0,13,21,365,Loss
10,7,0,0,0,3,10,8,0,0,17,21,360,Loss
5,2,7,0,0,5,7,9,0,0,14,21,354,Loss
7,5,0,0,0,8,5,10,0,0,12,23,349,Win
10,5,0,0,0,3,1,8,9,0,15,21,343,Loss
10,10,0,0,0,6,4,8,0,0,20,18,338,Win
10,11,0,0,0,10,10,0,0,0,21,20,334,Win
3,2,10,0,0,2,2,1,10,4,15,19,326,Loss
11,7,0,0,0,7,8,1,9,0,18,25,320,Win
4,4,6,0,0,5,10,10,0,0,14,25,314,Win
10,4,0,0,0,6,8,6,0,0,14,20,309,Loss
11,6,0,0,0,3,8,9,0,0,17,20,304,Loss
10,2,0,0,0,10,3,10,0,0,12,23,299,Win
1,11,0,0,0,10,10,0,0,0,12,20,295,Loss
4,10,0,0,0,11,10,0,0,0,14,21,291,Loss
10,5,0,0,0,3,2,8,5,0,15,18,285,Loss
7,10,0,0,0,9,7,2,0,0,17,18,280,Loss
8,2,10,0,0,5,3,5,10,0,20,23,273,Win
10,2,0,0,0,11,10,0,0,0,12,21,269,Loss
6,3,10,0,0,9,6,10,0,0,19,25,263,Win
2,8,6,0,0,2,2,1,8,2,16,25,254,Win
4,10,0,0,0,10,10,0,0,0,14,20,250,Loss
10,7,0,0,0,6,3,10,0,0,17,19,245,Loss
10,11,0,0,0,6,2,5,4,0,21,17,239,Win
6,6,0,0,0,10,10,0,0,0,12,20,235,Loss
11,10,0,0,0,7,7,10,0,0,21,24,230,Win
10,2,0,0,0,10,8,0,0,0,12,18,226,Loss
8,6,0,0,0,9,4,2,10,0,14,25,220,Win
4,10,0,0,0,10,10,0,0,0,14,20,216,Loss
6,10,0,0,0,11,7,0,0,0,16,18,212,Loss
10,6,0,0,0,11,8,0,0,0,16,19,208,Loss
9,5,0,0,0,3,3,6,4,9,14,25,201,Win
5,10,0,0,0,4,10,10,0,0,15,24,411,Win
7,10,0,0,0,7,9,3,0,0,17,19,406,Loss
11,3,0,0,0,9,10,0,0,0,14,19,402,Loss
8,9,0,0,0,9,10,0,0,0,17,19,398,Loss
10,4,0,0,0,2,10,9,0,0,14,21,393,Loss
9,4,0,0,0,11,2,6,0,0,13,19,388,Loss
6,2,7,0,0,10,6,7,0,0,15,23,382,Win
11,3,0,0,0,5,8,6,0,0,14,19,377,Loss
10,6,0,0,0,2,11,8,0,0,16,21,372,Loss
7,10,0,0,0,3,5,10,0,0,17,18,367,Loss
3,4,10,0,0,10,10,0,0,0,17,20,362,Loss
10,10,0,0,0,3,9,4,10,0,20,26,356,Win
8,10,0,0,0,4,5,10,0,0,18,19,351,Loss
10,10,0,0,0,8,10,0,0,0,20,18,347,Win
10,11,0,0,0,3,10,4,0,0,21,17,342,Win
5,3,11,0,0,10,4,3,0,0,19,17,336,Win
8,10,0,0,0,10,10,0,0,0,18,20,332,Loss
6,11,0,0,0,10,7,0,0,0,17,17,412,Push
10,9,0,0,0,10,4,10,0,0,19,24,407,Win
