playerCard1,playerCard2,playerCard3,playerCard4,playerCard5,dealerCard1,dealerCard2,dealerCard3,dealerCard4,dealerCard5,playerHandSum,dealerHandSum,cardsLeft,result
5,5,10,0,0,4,8,7,0,0,20,19,292,Win
2,9,2,0,0,5,5,11,0,0,13,21,286,Loss
9,4,4,0,0,7,11,0,0,0,17,18,281,Loss
6,8,6,0,0,9,4,8,0,0,20,21,275,Loss
2,10,10,0,0,8,10,0,0,0,22,18,270,Loss
1,10,10,0,0,4,9,7,0,0,21,20,264,Win
2,5,8,0,0,6,10,1,0,0,15,17,258,Loss
10,10,7,0,0,4,3,10,0,0,27,17,252,Loss
10,5,7,0,0,9,6,1,2,0,22,18,245,Loss
1,10,2,0,0,10,3,1,7,0,13,21,238,Loss
10,6,1,0,0,3,9,3,10,0,17,25,231,Win
4,7,10,0,0,10,10,0,0,0,21,20,226,Win
7,7,3,0,0,7,10,0,0,0,17,17,221,Push
10,10,5,0,0,4,2,2,5,8,25,21,213,Loss
5,8,9,0,0,6,11,0,0,0,22,17,208,Loss
6,10,4,0,0,10,10,0,0,0,20,20,203,Push
10,6,7,0,0,10,11,0,0,0,23,21,411,Loss
3,4,9,0,0,8,2,8,0,0,16,18,405,Loss
2,10,2,0,0,10,10,0,0,0,14,20,400,Loss
4,3,10,0,0,5,10,10,0,0,17,25,394,Win
6,1,10,0,0,9,10,0,0,0,17,19,389,Loss
10,10,7,0,0,5,10,1,4,0,27,20,382,Loss
10,10,10,0,0,10,2,2,4,0,30,18,375,Loss
8,8,2,0,0,6,7,2,4,0,18,19,368,Loss
10,10,2,0,0,4,6,10,0,0,22,20,362,Loss
4,3,10,0,0,10,10,0,0,0,17,20,357,Loss
7,1,9,0,0,9,2,10,0,0,17,21,351,Loss
10,4,10,0,0,10,10,0,0,0,24,20,346,Loss
2,6,3,0,0,2,3,2,10,0,11,17,339,Loss
5,5,10,0,0,10,8,0,0,0,20,18,334,Win
2,9,4,0,0,10,11,0,0,0,15,21,329,Loss
9,9,3,0,0,9,10,0,0,0,21,19,324,Win
5,10,10,0,0,10,10,0,0,0,25,20,319,Loss
7,2,6,0,0,11,6,0,0,0,15,17,314,Loss
9,3,6,0,0,5,4,3,2,5,18,19,306,Loss
3,10,10,0,0,10,10,0,0,0,23,20,301,Loss
10,9,10,0,0,2,6,8,4,0,29,20,294,Loss
8,7,6,0,0,7,5,10,0,0,21,22,288,Win
10,3,1,0,0,7,10,0,0,0,14,17,283,Loss
8,10,10,0,0,10,10,0,0,0,28,20,278,Loss
7,6,6,0,0,2,10,7,0,0,19,19,272,Push
1,2,10,0,0,10,10,0,0,0,13,20,267,Loss
4,8,7,0,0,5,7,6,0,0,19,18,261,Win
2,9,10,0,0,2,5,6,10,0,21,23,254,Win
7,10,9,0,0,10,10,0,0,0,26,20,249,Loss
10,2,3,0,0,7,10,0,0,0,15,17,411,Loss
7,10,2,0,0,11,10,0,0,0,19,21,406,Loss
2,11,8,0,0,10,3,5,0,0,21,18,400,Win
9,8,10,0,0,10,2,5,0,0,27,17,394,Loss
7,4,7,0,0,10,10,0,0,0,18,20,389,Loss
8,4,2,0,0,10,10,0,0,0,14,20,384,Loss
6,10,8,0,0,9,10,0,0,0,24,19,379,Loss
3,10,4,0,0,10,11,0,0,0,17,21,374,Loss
3,6,6,0,0,10,10,0,0,0,15,20,369,Loss
8,10,10,0,0,8,8,10,0,0,28,26,363,Loss
6,2,10,0,0,10,11,0,0,0,18,21,358,Loss
4,7,1,0,0,2,10,6,0,0,12,18,352,Loss
3,3,10,0,0,11,9,0,0,0,16,20,347,Loss
7,5,8,0,0,10,2,7,0,0,20,19,341,Win
10,10,3,0,0,6,7,10,0,0,23,23,335,Loss
3,3,9,0,0,6,10,4,0,0,15,20,329,Loss
4,7,10,0,0,1,1,11,8,0,21,21,322,Push
6,10,2,0,0,2,10,2,6,0,18,20,315,Loss
1,4,11,0,0,10,7,0,0,0,16,17,310,Loss
8,10,8,0,0,1,4,7,7,0,26,19,303,Loss
10,10,10,0,0,3,3,4,10,0,30,20,296,Loss
3,4,10,0,0,10,5,9,0,0,17,24,290,Win
4,10,10,0,0,10,10,0,0,0,24,20,285,Loss
6,10,2,0,0,8,2,10,0,0,18,20,279,Loss
10,7,5,0,0,5,10,10,0,0,22,25,273,Loss
1,10,10,0,0,10,10,0,0,0,21,20,268,Win
5,3,6,0,0,10,10,0,0,0,14,20,263,Loss
10,5,10,0,0,8,4,8,0,0,25,20,257,Loss
10,10,9,0,0,8,4,8,0,0,29,20,251,Loss
6,10,7,0,0,3,5,10,0,0,23,18,245,Loss
5,5,10,0,0,7,10,0,0,0,20,17,240,Win
10,10,8,0,0,9,5,2,10,0,28,26,233,Loss
10,2,6,0,0,10,2,10,0,0,18,22,227,Win
9,10,10,0,0,10,10,0,0,0,29,20,222,Loss
9,7,6,0,0,5,4,10,0,0,22,19,216,Loss
3,3,10,0,0,2,3,4,3,1,16,19,207,Loss
1,11,3,0,0,10,11,0,0,0,15,21,411,Loss
4,7,10,0,0,2,10,10,0,0,21,22,405,Win
10,10,10,0,0,10,7,0,0,0,30,17,400,Loss
9,2,2,0,0,10,8,0,0,0,13,18,395,Loss
8,3,8,0,0,2,4,10,10,0,19,26,388,Win
7,10,10,0,0,7,10,0,0,0,27,17,383,Loss
10,6,10,0,0,4,7,8,0,0,26,19,377,Loss
9,10,6,0,0,10,2,10,0,0,25,22,371,Loss
10,6,7,0,0,10,10,0,0,0,23,20,366,Loss
10,5,4,0,0,5,8,3,10,0,19,26,359,Win
5,10,7,0,0,10,10,0,0,0,22,20,354,Loss
10,1,3,0,0,9,10,0,0,0,14,19,349,Loss
9,4,8,0,0,3,4,6,1,8,21,22,341,Win
4,10,8,0,0,4,10,6,0,0,22,20,335,Loss
10,3,6,0,0,2,8,11,0,0,19,21,329,Loss
10,10,10,0,0,4,10,4,0,0,30,18,323,Loss
10,8,10,0,0,9,2,7,0,0,28,18,317,Loss
8,2,7,0,0,10,10,0,0,0,17,20,312,Loss
10,10,6,0,0,7,3,4,7,0,26,21,305,Loss
10,2,7,0,0,7,2,8,0,0,19,17,299,Win
10,3,10,0,0,7,5,2,3,0,23,17,292,Loss
6,9,2,0,0,3,11,4,0,0,17,18,286,Loss
10,1,5,0,0,5,3,7,3,0,16,18,279,Loss
5,1,8,0,0,5,10,9,0,0,14,24,273,Win
6,10,10,0,0,8,8,9,0,0,26,25,267,Loss
10,1,7,5,0,1,1,10,10,0,23,22,259,Loss
8,4,3,0,0,10,8,0,0,0,15,18,254,Loss
7,9,10,0,0,10,4,10,0,0,26,24,248,Loss
7,10,10,0,0,10,3,9,0,0,27,22,242,Loss
9,5,10,0,0,8,9,0,0,0,24,17,237,Loss
9,9,2,0,0,2,10,3,10,0,20,25,230,Win
6,10,4,0,0,2,5,8,1,8,20,24,222,Win
10,4,2,0,0,10,5,8,0,0,16,23,216,Win
3,5,11,0,0,8,5,7,0,0,19,20,210,Loss
7,3,11,0,0,5,10,1,4,0,21,20,203,Win
5,10,3,0,0,3,10,3,10,0,18,26,409,Win
2,6,3,1,0,6,2,10,0,0,12,18,402,Loss
8,10,10,0,0,11,7,0,0,0,28,18,397,Loss
7,6,3,0,0,10,10,0,0,0,16,20,392,Loss
2,8,10,0,0,10,4,9,0,0,20,23,386,Win
1,6,10,0,0,7,6,1,9,0,17,23,379,Win
7,5,9,0,0,10,7,0,0,0,21,17,374,Win
3,6,9,0,0,5,3,10,0,0,18,18,368,Push
5,5,10,0,0,2,10,7,0,0,20,19,362,Win
3,10,2,0,0,6,10,8,0,0,15,24,356,Win
4,6,9,0,0,11,10,0,0,0,19,21,351,Loss
1,10,5,0,0,9,4,10,0,0,16,23,345,Win
6,4,10,0,0,11,9,0,0,0,20,20,340,Push
10,5,10,0,0,3,3,6,10,0,25,22,333,Loss
9,6,3,0,0,9,7,10,0,0,18,26,327,Win
4,5,8,0,0,10,10,0,0,0,17,20,322,Loss
8,6,8,0,0,2,10,8,0,0,22,20,316,Loss
4,2,8,0,0,9,10,0,0,0,14,19,311,Loss
8,1,5,0,0,4,4,11,0,0,14,19,305,Loss
8,5,6,0,0,9,5,7,0,0,19,21,299,Loss
4,1,7,0,0,2,10,6,0,0,12,18,293,Loss
6,3,9,0,0,10,10,0,0,0,18,20,288,Loss
8,3,10,0,0,9,2,3,10,0,21,24,281,Win
3,6,3,0,0,2,10,7,0,0,12,19,275,Loss
6,10,10,0,0,2,10,3,4,0,26,19,268,Loss
10,10,10,0,0,3,2,1,10,1,30,17,260,Loss
10,9,2,0,0,10,8,0,0,0,21,18,255,Win
10,10,2,0,0,10,9,0,0,0,22,19,250,Loss
10,10,10,0,0,10,5,6,0,0,30,21,244,Loss
10,2,10,0,0,6,9,4,0,0,22,19,410,Loss
6,2,10,0,0,5,7,7,0,0,18,19,404,Loss
2,10,10,0,0,10,11,0,0,0,22,21,399,Loss
4,6,2,0,0,9,10,0,0,0,12,19,394,Loss
6,10,0,0,0,2,5,3,9,0,16,19,388,Loss
10,4,0,0,0,3,10,6,0,0,14,19,383,Loss
10,10,0,0,0,10,6,6,0,0,20,22,378,Win
10,4,0,0,0,7,2,10,0,0,14,19,373,Loss
10,8,0,0,0,8,5,10,0,0,18,23,368,Win
6,10,6,0,0,3,4,8,1,3,22,19,360,Loss
9,10,5,0,0,10,6,1,0,0,24,17,354,Loss
10,10,10,0,0,7,2,10,0,0,30,19,348,Loss
9,4,0,0,0,10,9,0,0,0,13,19,344,Loss
7,8,0,0,0,7,10,0,0,0,15,17,340,Loss
8,10,0,0,0,6,11,0,0,0,18,17,336,Win
10,5,0,0,0,7,4,10,0,0,15,21,331,Loss
9,6,0,0,0,10,10,0,0,0,15,20,327,Loss
10,10,0,0,0,3,3,10,2,0,20,18,321,Win
10,8,10,0,0,7,9,1,0,0,28,17,315,Loss
2,10,0,0,0,10,3,10,0,0,12,23,310,Win
10,8,4,0,0,6,10,8,0,0,22,24,304,Loss
4,8,0,0,0,3,2,2,8,3,12,18,297,Loss
6,7,0,0,0,7,11,0,0,0,13,18,293,Loss
2,3,9,0,0,9,8,0,0,0,14,17,288,Loss
10,3,0,0,0,6,5,10,0,0,13,21,283,Loss
4,3,3,0,0,9,10,0,0,0,10,19,278,Loss
7,3,7,0,0,2,10,9,0,0,17,21,272,Loss
4,10,0,0,0,3,3,10,6,0,14,22,266,Win
2,8,3,0,0,10,6,5,0,0,13,21,260,Loss
7,4,10,0,0,10,2,3,10,0,21,25,253,Win
4,5,9,0,0,4,10,10,0,0,18,24,247,Win
10,4,0,0,0,7,5,8,0,0,14,20,242,Loss
10,10,8,0,0,3,5,10,0,0,28,18,236,Loss
6,9,0,0,0,1,5,7,10,0,15,23,230,Win
10,9,3,0,0,10,7,0,0,0,22,17,225,Loss
4,10,0,0,0,5,10,6,0,0,14,21,220,Loss
3,8,2,0,0,7,3,3,4,0,13,17,213,Loss
10,7,0,0,0,11,10,0,0,0,17,21,209,Loss
10,8,0,0,0,9,6,9,0,0,18,24,204,Win
5,10,0,0,0,4,8,10,0,0,15,22,411,Win
10,2,0,0,0,6,10,1,0,0,12,17,406,Loss
2,4,2,0,0,10,8,0,0,0,8,18,401,Loss
10,9,6,0,0,10,8,0,0,0,25,18,396,Loss
10,4,0,0,0,10,7,0,0,0,14,17,392,Loss
10,7,6,0,0,7,9,5,0,0,23,21,386,Loss
9,8,0,0,0,9,5,10,0,0,17,24,381,Win
9,1,1,4,0,6,6,10,0,0,15,22,374,Win
1,10,10,3,0,10,2,1,4,0,24,17,366,Loss
8,1,10,10,0,4,2,3,2,9,29,20,357,Loss
10,10,10,0,0,5,5,2,9,0,30,21,350,Loss
9,7,10,0,0,10,2,9,0,0,26,21,344,Loss
7,10,7,0,0,10,8,0,0,0,24,18,339,Loss
2,10,0,0,0,10,10,0,0,0,12,20,335,Loss
7,9,0,0,0,4,10,10,0,0,16,24,330,Win
10,2,0,0,0,6,2,10,0,0,12,18,325,Loss
8,1,3,0,0,11,3,6,0,0,12,20,319,Loss
3,8,4,0,0,10,10,0,0,0,15,20,314,Loss
3,10,0,0,0,8,3,10,0,0,13,21,309,Loss
10,10,10,0,0,5,7,10,0,0,30,22,303,Loss
6,4,3,0,0,2,8,11,0,0,13,21,297,Loss
2,11,0,0,0,6,11,0,0,0,13,17,293,Loss
10,8,0,0,0,3,3,2,4,6,18,18,286,Push
11,7,0,0,0,3,10,9,0,0,18,22,281,Win
7,5,0,0,0,3,10,10,0,0,12,23,276,Win
8,5,0,0,0,9,7,10,0,0,13,26,271,Win
7,5,0,0,0,4,9,1,4,0,12,18,265,Loss
5,10,0,0,0,10,9,0,0,0,15,19,261,Loss
5,4,10,0,0,11,7,0,0,0,19,18,256,Win
2,8,4,0,0,3,6,7,6,0,14,22,249,Win
10,7,10,0,0,8,6,4,0,0,27,18,243,Loss
4,6,6,0,0,2,10,2,10,0,16,24,236,Win
9,9,6,0,0,2,3,1,9,1,24,26,227,Loss
4,10,0,0,0,2,8,4,8,0,14,22,221,Win
4,10,10,0,0,10,10,0,0,0,24,20,216,Loss
3,6,6,0,0,10,9,0,0,0,15,19,211,Loss
5,1,10,7,0,7,7,5,0,0,23,19,204,Loss
4,3,3,0,0,5,10,7,0,0,10,22,410,Win
1,11,0,0,0,7,8,1,4,0,12,20,404,Loss
9,10,8,0,0,10,4,10,0,0,27,24,398,Loss
1,10,11,0,0,11,6,0,0,0,22,17,393,Loss
10,2,0,0,0,10,9,0,0,0,12,19,389,Loss
6,3,2,0,0,8,10,0,0,0,11,18,384,Loss
10,8,10,0,0,5,6,9,0,0,28,20,378,Loss
4,10,0,0,0,10,3,9,0,0,14,22,373,Win
10,4,0,0,0,10,5,9,0,0,14,24,368,Win
4,4,3,0,0,10,11,0,0,0,11,21,363,Loss
10,1,3,0,0,8,10,0,0,0,14,18,358,Loss
7,3,7,0,0,10,10,0,0,0,17,20,353,Loss
8,2,10,0,0,10,11,0,0,0,20,21,348,Loss
1,9,10,9,0,5,9,10,0,0,29,24,341,Loss
11,4,0,0,0,3,6,7,7,0,15,23,335,Win
5,8,0,0,0,10,4,10,0,0,13,24,330,Win
4,10,1,2,7,5,10,8,0,0,24,23,322,Loss
10,10,10,0,0,5,7,1,5,0,30,18,315,Loss
9,10,10,0,0,8,10,0,0,0,29,18,310,Loss
2,10,0,0,0,9,10,0,0,0,12,19,306,Loss
10,10,4,0,0,6,10,1,0,0,24,17,300,Loss
10,10,10,0,0,3,9,6,0,0,30,18,294,Loss
10,5,0,0,0,6,6,10,0,0,15,22,289,Win
8,10,9,0,0,7,10,0,0,0,27,17,284,Loss
8,3,2,0,0,2,7,3,9,0,13,21,409,Loss
2,8,10,0,0,9,8,0,0,0,20,17,404,Win
10,5,1,0,0,7,2,9,0,0,16,18,398,Loss
4,9,10,0,0,9,4,4,0,0,23,17,392,Loss
10,2,10,0,0,3,5,7,8,0,22,23,385,Loss
2,10,10,0,0,3,5,4,9,0,22,21,378,Loss
2,11,7,0,0,5,5,11,0,0,20,21,372,Loss
10,5,10,0,0,8,4,10,0,0,25,22,366,Loss
2,10,4,0,0,7,4,3,6,0,16,20,359,Loss
4,8,2,0,0,8,10,0,0,0,14,18,354,Loss
4,10,10,0,0,3,1,9,7,0,24,20,347,Loss
1,7,6,0,0,10,10,0,0,0,14,20,342,Loss
8,8,10,0,0,7,9,10,0,0,26,26,336,Loss
10,10,8,0,0,3,2,3,6,10,28,24,328,Loss
8,10,8,0,0,6,10,1,0,0,26,17,322,Loss
10,8,10,0,0,10,6,9,0,0,28,25,316,Loss
10,10,5,0,0,10,6,10,0,0,25,26,310,Loss
11,3,6,0,0,11,7,0,0,0,20,18,305,Win
5,10,6,0,0,2,2,10,9,0,21,23,298,Win
10,10,10,0,0,3,10,4,0,0,30,17,292,Loss
10,10,4,0,0,10,6,10,0,0,24,26,286,Loss
9,1,7,0,0,4,10,5,0,0,17,19,280,Loss
1,10,3,0,0,2,1,10,4,0,14,17,273,Loss
10,7,3,0,0,10,9,0,0,0,20,19,268,Win
10,6,7,0,0,4,10,10,0,0,23,24,262,Loss
2,10,6,0,0,3,10,4,0,0,18,17,256,Win
9,10,5,0,0,3,6,2,1,7,24,19,248,Loss
10,8,7,0,0,10,8,0,0,0,25,18,243,Loss
10,1,8,0,0,6,7,8,0,0,19,21,237,Loss
10,8,5,0,0,11,6,0,0,0,23,17,232,Loss
7,1,10,0,0,10,10,0,0,0,18,20,227,Loss
5,11,5,0,0,10,2,5,0,0,21,17,221,Win
6,10,4,0,0,2,10,4,10,0,20,26,214,Win
4,6,4,0,0,10,2,10,0,0,14,22,208,Win
4,5,2,9,0,10,10,0,0,0,20,20,202,Push
10,5,7,0,0,7,6,5,0,0,22,18,410,Loss
2,11,8,0,0,10,4,2,5,0,21,21,403,Push
8,11,2,0,0,8,2,10,0,0,21,20,397,Win
4,2,11,0,0,10,9,0,0,0,17,19,392,Loss
6,1,9,0,0,2,5,6,7,0,16,20,385,Loss
6,10,3,0,0,7,10,0,0,0,19,17,380,Win
3,9,10,0,0,9,9,0,0,0,22,18,375,Loss
8,6,2,0,0,10,10,0,0,0,16,20,370,Loss
6,2,3,10,0,6,7,4,0,0,21,17,363,Win
5,4,10,0,0,11,9,0,0,0,19,20,358,Loss
10,4,10,0,0,11,7,0,0,0,24,18,353,Loss
10,5,10,0,0,3,10,6,0,0,25,19,347,Loss
10,3,3,0,0,3,6,5,10,0,16,24,340,Win
1,11,4,0,0,6,9,5,0,0,16,20,334,Loss
7,3,10,0,0,4,10,10,0,0,20,24,328,Win
4,5,4,0,0,10,5,5,0,0,13,20,322,Loss
5,10,3,0,0,10,7,0,0,0,18,17,317,Win
5,7,2,0,0,2,10,4,10,0,14,26,310,Win
2,8,6,0,0,10,3,10,0,0,16,23,304,Win
10,10,9,0,0,10,10,0,0,0,29,20,299,Loss
4,5,8,0,0,10,5,5,0,0,17,20,293,Loss
4,11,4,0,0,8,4,9,0,0,19,21,287,Loss
6,3,10,0,0,3,11,4,0,0,19,18,281,Win
9,5,5,0,0,4,5,8,0,0,19,17,275,Win
7,10,8,0,0,10,10,0,0,0,25,20,270,Loss
2,6,8,0,0,8,10,0,0,0,16,18,265,Loss
10,3,10,0,0,5,6,10,0,0,23,21,259,Loss
8,10,1,0,0,10,10,0,0,0,19,20,254,Loss
10,1,9,0,0,9,7,4,0,0,20,20,248,Push
10,6,8,0,0,8,7,9,0,0,24,24,242,Loss
5,3,10,0,0,10,10,0,0,0,18,20,237,Loss
10,9,10,0,0,7,10,0,0,0,29,17,232,Loss
5,9,10,0,0,10,8,0,0,0,24,18,227,Loss
8,10,2,0,0,10,7,0,0,0,20,17,222,Win
9,10,3,0,0,11,2,8,0,0,22,21,216,Loss
10,4,9,0,0,10,7,0,0,0,23,17,211,Loss
3,11,5,0,0,4,6,10,0,0,19,20,205,Loss
10,2,10,0,0,4,9,2,5,0,22,20,409,Loss
2,5,10,0,0,8,3,6,0,0,17,17,403,Push
7,6,3,0,0,6,2,10,0,0,16,18,397,Loss
10,10,3,0,0,2,10,8,0,0,23,20,391,Loss
8,5,10,0,0,5,10,10,0,0,23,25,385,Loss
10,6,6,0,0,10,10,0,0,0,22,20,380,Loss
10,7,10,0,0,4,10,9,0,0,27,23,374,Loss
6,10,7,0,0,5,2,2,6,8,23,23,366,Loss
5,4,10,0,0,1,11,4,3,0,19,19,359,Push
3,2,9,0,0,7,10,0,0,0,14,17,354,Loss
10,10,7,0,0,5,3,10,0,0,27,18,348,Loss
2,9,7,0,0,11,9,0,0,0,18,20,343,Loss
10,10,10,0,0,7,10,0,0,0,30,17,338,Loss
10,9,4,0,0,5,10,5,0,0,23,20,332,Loss
7,7,2,0,0,10,11,0,0,0,16,21,327,Loss
10,6,10,0,0,10,10,0,0,0,26,20,322,Loss
1,10,10,0,0,8,10,0,0,0,21,18,317,Win
3,9,5,0,0,10,11,0,0,0,17,21,312,Loss
8,3,10,0,0,10,6,5,0,0,21,21,306,Push
7,4,1,0,0,10,7,0,0,0,12,17,301,Loss
10,10,5,0,0,3,1,1,10,7,25,22,293,Loss
4,10,10,0,0,2,6,3,10,0,24,21,286,Loss
10,3,2,0,0,11,8,0,0,0,15,19,281,Loss
10,1,11,0,0,5,10,1,10,0,22,26,274,Loss
5,10,1,0,0,5,6,1,3,8,16,23,266,Win
2,10,8,0,0,10,10,0,0,0,20,20,261,Push
7,10,10,0,0,3,2,4,8,0,27,17,254,Loss
5,2,2,8,0,6,10,10,0,0,17,26,247,Win
2,4,10,0,0,10,5,5,0,0,16,20,410,Loss
9,7,10,0,0,2,9,9,0,0,26,20,404,Loss
6,7,3,0,0,4,4,10,0,0,16,18,398,Loss
11,2,6,0,0,6,10,5,0,0,19,21,392,Loss
2,10,10,0,0,6,10,9,0,0,22,25,386,Loss
3,11,2,0,0,4,10,7,0,0,16,21,380,Loss
1,5,9,0,0,3,10,1,8,0,15,22,373,Win
10,7,10,0,0,10,9,0,0,0,27,19,368,Loss
10,2,2,0,0,8,4,6,0,0,14,18,362,Loss
5,10,1,0,0,3,8,10,0,0,16,21,356,Loss
8,1,10,0,0,10,8,0,0,0,19,18,351,Win
2,4,4,9,0,10,2,3,8,0,19,23,343,Win
5,1,10,0,0,10,7,0,0,0,16,17,338,Loss
10,5,2,0,0,10,4,9,0,0,17,23,332,Win
3,10,10,0,0,4,8,3,4,0,23,19,325,Loss
10,10,9,0,0,4,10,10,0,0,29,24,319,Loss
10,10,5,0,0,7,4,10,0,0,25,21,313,Loss
10,4,4,0,0,9,5,10,0,0,18,24,307,Win
1,10,11,0,0,6,2,7,2,0,22,17,300,Loss
4,3,5,0,0,10,8,0,0,0,12,18,295,Loss
6,10,4,0,0,6,5,10,0,0,20,21,289,Loss
10,3,1,0,0,10,8,0,0,0,14,18,284,Loss
1,10,10,0,0,6,10,5,0,0,21,21,278,Push
6,4,3,0,0,5,10,2,0,0,13,17,272,Loss
10,10,3,0,0,10,10,0,0,0,23,20,267,Loss
1,10,7,0,0,8,10,0,0,0,18,18,262,Push
9,10,4,0,0,10,10,0,0,0,23,20,257,Loss
4,10,2,0,0,10,11,0,0,0,16,21,252,Loss
6,3,6,0,0,8,11,0,0,0,15,19,247,Loss
9,3,2,0,0,3,10,8,0,0,14,21,241,Loss
1,3,8,0,0,10,2,3,4,0,12,19,234,Loss
8,4,5,0,0,4,3,3,7,0,17,17,227,Push
5,8,10,0,0,5,6,7,0,0,23,18,221,Loss
9,9,1,0,0,7,10,0,0,0,19,17,216,Win
5,10,10,0,0,3,10,10,0,0,25,23,210,Loss
6,10,1,0,0,7,9,6,0,0,17,22,204,Win
6,2,2,5,0,4,8,10,0,0,15,22,409,Win
9,2,4,0,0,6,10,6,0,0,15,22,403,Win
2,1,10,0,0,10,10,0,0,0,13,20,398,Loss
9,10,10,0,0,10,4,7,0,0,29,21,392,Loss
8,10,10,0,0,5,9,6,0,0,28,20,386,Loss
1,7,8,0,0,4,4,2,8,0,16,18,379,Loss
5,6,10,0,0,2,4,8,2,3,21,19,371,Win
5,1,7,0,0,11,7,0,0,0,13,18,366,Loss
6,3,10,0,0,7,3,9,0,0,19,19,360,Push
5,4,10,0,0,8,10,0,0,0,19,18,355,Win
10,10,6,0,0,7,8,10,0,0,26,25,349,Loss
10,5,4,0,0,2,10,9,0,0,19,21,343,Loss
1,6,5,0,0,9,10,0,0,0,12,19,338,Loss
10,7,3,0,0,10,10,0,0,0,20,20,333,Push
3,5,10,0,0,1,3,10,3,0,18,17,326,Win
9,4,10,0,0,10,3,7,0,0,23,20,320,Loss
10,5,7,0,0,4,1,8,10,0,22,23,313,Loss
10,10,9,0,0,10,10,0,0,0,29,20,308,Loss
2,3,3,9,0,10,6,10,0,0,17,26,301,Win
2,6,11,0,0,8,8,7,0,0,19,23,295,Win
3,10,8,0,0,2,6,7,10,0,21,25,288,Win
10,10,5,0,0,10,10,0,0,0,25,20,283,Loss
10,5,2,0,0,1,11,5,0,0,17,17,277,Push
10,9,7,0,0,4,2,4,10,0,26,20,270,Loss
10,6,5,0,0,11,6,0,0,0,21,17,265,Win
5,8,5,0,0,5,3,8,9,0,18,25,258,Win
10,1,10,0,0,4,6,11,0,0,21,21,252,Push
1,10,2,0,0,10,9,0,0,0,13,19,247,Loss
10,7,8,0,0,10,11,0,0,0,25,21,242,Loss
8,10,2,0,0,6,11,0,0,0,20,17,237,Win
10,7,10,0,0,9,2,1,3,10,27,25,229,Loss
1,9,7,0,0,4,1,7,9,0,17,21,222,Loss
2,4,4,3,0,8,10,0,0,0,13,18,216,Loss
10,4,9,0,0,3,10,10,0,0,23,23,210,Loss
5,10,10,0,0,5,6,10,0,0,25,21,204,Loss
8,6,10,0,0,9,6,1,1,0,24,17,409,Loss
5,8,10,0,0,2,5,10,0,0,23,17,403,Loss
5,1,10,0,0,10,8,0,0,0,16,18,398,Loss
10,9,10,0,0,10,2,4,3,0,29,19,391,Loss
6,11,2,0,0,1,4,9,10,0,19,24,384,Win
6,8,5,0,0,3,1,10,10,0,19,24,377,Win
7,10,10,0,0,7,9,3,0,0,27,19,371,Loss
7,8,10,0,0,10,10,0,0,0,25,20,366,Loss
6,5,9,0,0,7,10,0,0,0,20,17,361,Win
10,8,9,0,0,9,4,10,0,0,27,23,355,Loss
2,3,5,4,0,8,10,0,0,0,14,18,349,Loss
6,10,6,0,0,7,11,0,0,0,22,18,344,Loss
10,9,10,0,0,9,6,10,0,0,29,25,338,Loss
10,1,10,0,0,6,5,8,0,0,21,19,332,Win
6,7,3,0,0,8,8,10,0,0,16,26,326,Win
10,1,6,0,0,10,9,0,0,0,17,19,321,Loss
4,10,6,0,0,8,4,7,0,0,20,19,315,Win
7,1,10,0,0,2,7,4,3,10,18,26,307,Win
10,3,10,0,0,9,7,8,0,0,23,24,301,Loss
2,10,10,0,0,10,5,8,0,0,22,23,295,Loss
10,3,3,0,0,5,10,6,0,0,16,21,289,Loss
10,10,4,0,0,1,3,10,1,10,24,25,281,Loss
4,8,6,0,0,7,11,0,0,0,18,18,276,Push
1,2,10,0,0,2,10,10,0,0,13,22,270,Win
10,9,4,0,0,6,2,5,2,10,23,25,262,Loss
9,10,6,0,0,7,5,10,0,0,25,22,256,Loss
6,10,1,0,0,9,7,5,0,0,17,21,250,Loss
10,4,3,0,0,10,6,8,0,0,17,24,244,Win
6,10,2,0,0,4,9,8,0,0,18,21,238,Loss
1,1,10,0,0,10,9,0,0,0,12,19,411,Loss
10,7,2,0,0,10,7,0,0,0,19,17,406,Win
7,7,4,0,0,8,8,7,0,0,18,23,400,Win
5,7,3,0,0,10,8,0,0,0,15,18,395,Loss
9,9,10,0,0,6,5,10,0,0,28,21,389,Loss
7,3,10,0,0,5,3,4,10,0,20,22,382,Win
2,11,4,0,0,10,6,10,0,0,17,26,376,Win
3,10,10,0,0,6,3,2,10,0,23,21,369,Loss
10,10,4,0,0,10,4,10,0,0,24,24,363,Loss
9,10,6,0,0,7,4,8,0,0,25,19,357,Loss
2,3,6,10,0,9,3,1,1,6,21,20,348,Win
10,10,10,0,0,7,6,7,0,0,30,20,342,Loss
9,10,6,0,0,4,2,7,6,0,25,19,335,Loss
10,9,10,0,0,6,6,6,0,0,29,18,329,Loss
8,10,10,0,0,3,5,10,0,0,28,18,323,Loss
2,10,4,0,0,11,10,0,0,0,16,21,318,Loss
10,9,9,0,0,4,11,4,0,0,28,19,312,Loss
3,4,8,0,0,9,6,3,0,0,15,18,306,Loss
5,10,4,0,0,5,10,3,0,0,19,18,300,Win
1,4,10,0,0,5,3,2,7,0,15,17,293,Loss
10,6,1,0,0,4,10,10,0,0,17,24,287,Win
10,9,10,0,0,1,3,8,7,0,29,19,280,Loss
5,10,10,0,0,10,10,0,0,0,25,20,275,Loss
