playerCard1,playerCard2,playerCard3,playerCard4,playerCard5,dealerCard1,dealerCard2,dealerCard3,dealerCard4,dealerCard5,playerHandSum,dealerHandSum,decision,cardsLeft,count,result
10,10,0,0,0,11,10,0,0,0,20,21,2,340,4,Loss
10,10,0,0,0,3,9,6,0,0,20,18,2,335,4,Win
10,3,0,0,0,11,10,0,0,0,13,21,2,331,2,Loss
9,10,0,0,0,6,10,6,0,0,19,22,2,326,2,Win
2,5,2,10,0,10,5,6,0,0,19,21,2,319,5,Loss
2,11,0,0,0,5,2,11,0,0,13,18,2,314,6,Loss
10,7,0,0,0,3,8,1,9,0,17,21,2,308,5,Loss
10,10,0,0,0,10,2,6,0,0,20,18,2,303,4,Win
5,10,0,0,0,10,8,0,0,0,15,18,2,299,3,Loss
2,10,0,0,0,8,11,0,0,0,12,19,2,295,2,Loss
7,4,7,0,0,7,11,0,0,0,18,18,2,290,2,Push
5,2,4,9,0,6,2,10,0,0,20,18,2,283,6,Win
8,3,10,0,0,10,8,0,0,0,21,18,2,278,5,Win
4,2,10,0,0,4,6,10,0,0,16,20,2,272,7,Loss
2,10,0,0,0,7,10,0,0,0,12,17,2,268,6,Loss
11,8,0,0,0,7,9,8,0,0,19,24,2,263,5,Win
2,10,0,0,0,6,3,3,6,0,12,18,2,257,9,Loss
9,7,0,0,0,2,8,8,0,0,16,18,2,252,10,Loss
10,10,0,0,0,2,3,4,3,9,20,21,2,245,12,Loss
2,10,0,0,0,10,10,0,0,0,12,20,2,241,10,Loss
10,7,0,0,0,2,10,3,6,0,17,21,2,235,11,Loss
11,8,0,0,0,9,6,7,0,0,19,22,2,230,11,Win
5,5,7,0,0,10,8,0,0,0,17,18,2,225,12,Loss
10,8,0,0,0,1,5,10,6,0,18,22,2,219,11,Win
3,9,0,0,0,6,7,3,5,0,12,21,2,213,15,Loss
10,10,0,0,0,2,6,10,0,0,20,18,2,208,14,Win
10,11,0,0,0,8,10,0,0,0,21,18,2,204,11,Win
3,7,2,0,0,6,3,10,0,0,12,19,2,410,3,Loss
10,10,0,0,0,9,10,0,0,0,20,19,2,406,0,Win
10,4,0,0,0,10,4,10,0,0,14,24,2,401,-1,Win
10,10,0,0,0,5,5,4,10,0,20,24,2,395,-1,Win
2,4,4,9,0,4,7,9,0,0,19,20,2,388,3,Loss
6,2,10,0,0,10,7,0,0,0,18,17,2,383,3,Win
7,10,0,0,0,6,4,2,4,7,17,23,2,376,6,Win
7,4,7,0,0,10,8,0,0,0,18,18,2,371,6,Push
10,7,0,0,0,6,7,3,2,0,17,18,2,365,8,Loss
6,4,10,0,0,7,3,5,8,0,20,23,2,358,11,Win
5,6,2,0,0,3,10,1,2,10,13,26,2,350,13,Win
6,10,0,0,0,11,10,0,0,0,16,21,2,346,11,Loss
